s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"5.8_122.5","5.8_123.5","5.8_124.5","5.8_125.5","5.8_126.5","5.8_127.5","5.8_128.5","5.8_129.5","5.8_130.5","5.8_131.5","5.8_132.5","5.8_133.5","5.8_134.5","5.8_135.5","5.8_136.5","5.8_137.5","5.8_138.5","5.8_139.5","5.8_140.5","5.8_141.5","5.8_142.5","5.8_143.5","5.8_144.5","5.8_145.5","5.8_146.5","5.8_147.5","5.8_148.5","5.8_149.5","5.8_150.5","5.8_151.5","5.8_152.5","5.8_153.5","5.8_154.5","5.8_155.5","5.8_156.5","5.8_157.5","5.8_158.5","5.8_159.5"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 1.0152149E+000, 2.0000004E+001, 1.9999999E+001, 1.9999994E+001, 1.9999994E+001, 1.9999995E+001, 1.9999987E+001, 1.9999998E+001, 2.0000002E+001, 1.9999993E+001, 2.0000010E+001, 2.0000008E+001, 2.0000000E+001, 2.0000008E+001, 1.9999992E+001, 2.0000013E+001, 2.0000007E+001, 2.0000005E+001, 1.9999988E+001, 2.0000002E+001, 2.0000014E+001, 1.9999994E+001, 2.0000011E+001, 2.0000011E+001, 2.0000013E+001, 2.0000007E+001, 2.0000000E+001, 1.9999989E+001, 1.9999998E+001, 2.0000009E+001, 1.9999991E+001, 2.0000006E+001, 2.0000005E+001, 2.0000003E+001, 1.9999993E+001, 1.9999995E+001, 2.0000006E+001, 2.0000010E+001, 2.0000003E+001
 2.0199653E+000, 2.0000014E+001, 2.0000002E+001, 1.9999992E+001, 1.9999982E+001, 1.9999992E+001, 1.9999975E+001, 1.9999997E+001, 2.0000004E+001, 1.9999988E+001, 2.0000024E+001, 2.0000018E+001, 2.0000006E+001, 2.0000021E+001, 1.9999983E+001, 2.0000032E+001, 2.0000015E+001, 2.0000010E+001, 1.9999981E+001, 2.0000006E+001, 2.0000030E+001, 1.9999990E+001, 2.0000026E+001, 2.0000027E+001, 2.0000023E+001, 2.0000016E+001, 1.9999997E+001, 1.9999981E+001, 1.9999995E+001, 2.0000020E+001, 1.9999980E+001, 2.0000013E+001, 2.0000011E+001, 2.0000011E+001, 1.9999980E+001, 1.9999994E+001, 2.0000011E+001, 2.0000016E+001, 2.0000009E+001
 3.0023714E+000, 2.0000034E+001, 2.0000012E+001, 2.0000003E+001, 1.9999968E+001, 1.9999998E+001, 1.9999976E+001, 1.9999997E+001, 2.0000006E+001, 1.9999989E+001, 2.0000040E+001, 2.0000023E+001, 2.0000025E+001, 2.0000038E+001, 1.9999979E+001, 2.0000050E+001, 2.0000020E+001, 2.0000009E+001, 1.9999988E+001, 2.0000014E+001, 2.0000039E+001, 1.9999992E+001, 2.0000042E+001, 2.0000044E+001, 2.0000019E+001, 2.0000022E+001, 1.9999988E+001, 1.9999984E+001, 1.9999988E+001, 2.0000029E+001, 1.9999966E+001, 2.0000018E+001, 2.0000015E+001, 2.0000023E+001, 1.9999963E+001, 2.0000002E+001, 2.0000006E+001, 2.0000011E+001, 2.0000017E+001
 4.0167985E+000, 2.0000054E+001, 2.0000024E+001, 2.0000014E+001, 1.9999957E+001, 2.0000004E+001, 1.9999975E+001, 2.0000000E+001, 2.0000010E+001, 1.9999990E+001, 2.0000057E+001, 2.0000028E+001, 2.0000045E+001, 2.0000056E+001, 1.9999977E+001, 2.0000070E+001, 2.0000029E+001, 2.0000008E+001, 1.9999992E+001, 2.0000023E+001, 2.0000052E+001, 1.9999991E+001, 2.0000060E+001, 2.0000063E+001, 2.0000017E+001, 2.0000032E+001, 1.9999980E+001, 1.9999986E+001, 1.9999981E+001, 2.0000040E+001, 1.9999951E+001, 2.0000024E+001, 2.0000021E+001, 2.0000034E+001, 1.9999947E+001, 2.0000009E+001, 2.0000001E+001, 2.0000006E+001, 2.0000024E+001
 5.0021437E+000, 2.0000079E+001, 2.0000042E+001, 2.0000030E+001, 1.9999946E+001, 2.0000017E+001, 1.9999984E+001, 2.0000005E+001, 2.0000013E+001, 1.9999995E+001, 2.0000072E+001, 2.0000025E+001, 2.0000073E+001, 2.0000077E+001, 1.9999981E+001, 2.0000087E+001, 2.0000035E+001, 2.0000001E+001, 2.0000008E+001, 2.0000033E+001, 2.0000060E+001, 1.9999994E+001, 2.0000075E+001, 2.0000078E+001, 2.0000002E+001, 2.0000039E+001, 1.9999970E+001, 1.9999999E+001, 1.9999972E+001, 2.0000050E+001, 1.9999938E+001, 2.0000030E+001, 2.0000025E+001, 2.0000046E+001, 1.9999931E+001, 2.0000026E+001, 1.9999989E+001, 1.9999992E+001, 2.0000033E+001
 6.0093547E+000, 2.0000111E+001, 2.0000071E+001, 2.0000054E+001, 1.9999945E+001, 2.0000039E+001, 2.0000001E+001, 2.0000016E+001, 2.0000021E+001, 2.0000007E+001, 2.0000089E+001, 2.0000022E+001, 2.0000106E+001, 2.0000099E+001, 1.9999994E+001, 2.0000104E+001, 2.0000045E+001, 1.9999995E+001, 2.0000030E+001, 2.0000047E+001, 2.0000068E+001, 1.9999998E+001, 2.0000090E+001, 2.0000090E+001, 1.9999986E+001, 2.0000047E+001, 1.9999962E+001, 2.0000017E+001, 1.9999963E+001, 2.0000061E+001, 1.9999926E+001, 2.0000037E+001, 2.0000031E+001, 2.0000061E+001, 1.9999914E+001, 2.0000046E+001, 1.9999975E+001, 1.9999976E+001, 2.0000042E+001
 7.0192900E+000, 2.0000141E+001, 2.0000100E+001, 2.0000075E+001, 1.9999942E+001, 2.0000058E+001, 2.0000018E+001, 2.0000028E+001, 2.0000029E+001, 2.0000019E+001, 2.0000106E+001, 2.0000020E+001, 2.0000138E+001, 2.0000119E+001, 2.0000010E+001, 2.0000117E+001, 2.0000057E+001, 1.9999988E+001, 2.0000054E+001, 2.0000062E+001, 2.0000077E+001, 2.0000002E+001, 2.0000104E+001, 2.0000103E+001, 1.9999971E+001, 2.0000057E+001, 1.9999956E+001, 2.0000035E+001, 1.9999952E+001, 2.0000073E+001, 1.9999916E+001, 2.0000046E+001, 2.0000037E+001, 2.0000074E+001, 1.9999897E+001, 2.0000066E+001, 1.9999962E+001, 1.9999963E+001, 2.0000052E+001
 8.0200482E+000, 2.0000173E+001, 2.0000133E+001, 2.0000099E+001, 1.9999940E+001, 2.0000080E+001, 2.0000038E+001, 2.0000041E+001, 2.0000037E+001, 2.0000034E+001, 2.0000121E+001, 2.0000016E+001, 2.0000170E+001, 2.0000137E+001, 2.0000030E+001, 2.0000124E+001, 2.0000068E+001, 1.9999980E+001, 2.0000082E+001, 2.0000077E+001, 2.0000085E+001, 2.0000008E+001, 2.0000116E+001, 2.0000114E+001, 1.9999955E+001, 2.0000067E+001, 1.9999952E+001, 2.0000055E+001, 1.9999940E+001, 2.0000085E+001, 1.9999911E+001, 2.0000054E+001, 2.0000043E+001, 2.0000086E+001, 1.9999883E+001, 2.0000086E+001, 1.9999950E+001, 1.9999949E+001, 2.0000063E+001
 9.0163080E+000, 2.0000205E+001, 2.0000168E+001, 2.0000124E+001, 1.9999942E+001, 2.0000105E+001, 2.0000065E+001, 2.0000057E+001, 2.0000045E+001, 2.0000053E+001, 2.0000131E+001, 2.0000011E+001, 2.0000204E+001, 2.0000144E+001, 2.0000057E+001, 2.0000119E+001, 2.0000079E+001, 1.9999972E+001, 2.0000114E+001, 2.0000091E+001, 2.0000088E+001, 2.0000014E+001, 2.0000122E+001, 2.0000117E+001, 1.9999941E+001, 2.0000074E+001, 1.9999949E+001, 2.0000077E+001, 1.9999929E+001, 2.0000095E+001, 1.9999914E+001, 2.0000062E+001, 2.0000048E+001, 2.0000093E+001, 1.9999876E+001, 2.0000105E+001, 1.9999941E+001, 1.9999939E+001, 2.0000073E+001
 1.0012384E+001, 2.0000236E+001, 2.0000205E+001, 2.0000149E+001, 1.9999949E+001, 2.0000128E+001, 2.0000091E+001, 2.0000074E+001, 2.0000054E+001, 2.0000072E+001, 2.0000143E+001, 2.0000009E+001, 2.0000241E+001, 2.0000150E+001, 2.0000084E+001, 2.0000115E+001, 2.0000092E+001, 1.9999963E+001, 2.0000141E+001, 2.0000105E+001, 2.0000094E+001, 2.0000021E+001, 2.0000129E+001, 2.0000124E+001, 1.9999933E+001, 2.0000083E+001, 1.9999947E+001, 2.0000094E+001, 1.9999920E+001, 2.0000106E+001, 1.9999918E+001, 2.0000071E+001, 2.0000055E+001, 2.0000097E+001, 1.9999870E+001, 2.0000122E+001, 1.9999930E+001, 1.9999932E+001, 2.0000080E+001
 1.1014622E+001, 2.0000268E+001, 2.0000245E+001, 2.0000174E+001, 1.9999960E+001, 2.0000150E+001, 2.0000120E+001, 2.0000093E+001, 2.0000066E+001, 2.0000092E+001, 2.0000156E+001, 2.0000010E+001, 2.0000278E+001, 2.0000156E+001, 2.0000113E+001, 2.0000109E+001, 2.0000106E+001, 1.9999954E+001, 2.0000165E+001, 2.0000120E+001, 2.0000100E+001, 2.0000028E+001, 2.0000136E+001, 2.0000131E+001, 1.9999925E+001, 2.0000092E+001, 1.9999948E+001, 2.0000107E+001, 1.9999914E+001, 2.0000116E+001, 1.9999926E+001, 2.0000080E+001, 2.0000062E+001, 2.0000098E+001, 1.9999871E+001, 2.0000138E+001, 1.9999917E+001, 1.9999923E+001, 2.0000084E+001
 1.2010597E+001, 2.0000295E+001, 2.0000284E+001, 2.0000196E+001, 1.9999973E+001, 2.0000169E+001, 2.0000148E+001, 2.0000112E+001, 2.0000077E+001, 2.0000111E+001, 2.0000167E+001, 2.0000012E+001, 2.0000312E+001, 2.0000160E+001, 2.0000141E+001, 2.0000103E+001, 2.0000119E+001, 1.9999944E+001, 2.0000184E+001, 2.0000135E+001, 2.0000108E+001, 2.0000036E+001, 2.0000143E+001, 2.0000138E+001, 1.9999915E+001, 2.0000102E+001, 1.9999954E+001, 2.0000118E+001, 1.9999909E+001, 2.0000125E+001, 1.9999936E+001, 2.0000091E+001, 2.0000069E+001, 2.0000098E+001, 1.9999876E+001, 2.0000157E+001, 1.9999907E+001, 1.9999914E+001, 2.0000088E+001
 1.3006877E+001, 2.0000321E+001, 2.0000325E+001, 2.0000217E+001, 1.9999994E+001, 2.0000189E+001, 2.0000181E+001, 2.0000134E+001, 2.0000090E+001, 2.0000131E+001, 2.0000177E+001, 2.0000015E+001, 2.0000343E+001, 2.0000158E+001, 2.0000169E+001, 2.0000092E+001, 2.0000131E+001, 1.9999938E+001, 2.0000203E+001, 2.0000149E+001, 2.0000113E+001, 2.0000044E+001, 2.0000146E+001, 2.0000141E+001, 1.9999907E+001, 2.0000109E+001, 1.9999966E+001, 2.0000129E+001, 1.9999911E+001, 2.0000134E+001, 1.9999951E+001, 2.0000100E+001, 2.0000076E+001, 2.0000093E+001, 1.9999889E+001, 2.0000176E+001, 1.9999903E+001, 1.9999909E+001, 2.0000087E+001
 1.4012717E+001, 2.0000351E+001, 2.0000369E+001, 2.0000243E+001, 2.0000021E+001, 2.0000207E+001, 2.0000213E+001, 2.0000157E+001, 2.0000107E+001, 2.0000152E+001, 2.0000192E+001, 2.0000020E+001, 2.0000376E+001, 2.0000161E+001, 2.0000196E+001, 2.0000088E+001, 2.0000146E+001, 1.9999932E+001, 2.0000223E+001, 2.0000167E+001, 2.0000123E+001, 2.0000053E+001, 2.0000152E+001, 2.0000151E+001, 1.9999901E+001, 2.0000119E+001, 1.9999978E+001, 2.0000142E+001, 1.9999913E+001, 2.0000142E+001, 1.9999962E+001, 2.0000112E+001, 2.0000085E+001, 2.0000093E+001, 1.9999902E+001, 2.0000192E+001, 1.9999896E+001, 1.9999907E+001, 2.0000086E+001
 1.5019193E+001, 2.0000382E+001, 2.0000416E+001, 2.0000270E+001, 2.0000061E+001, 2.0000228E+001, 2.0000252E+001, 2.0000184E+001, 2.0000125E+001, 2.0000175E+001, 2.0000204E+001, 2.0000027E+001, 2.0000403E+001, 2.0000161E+001, 2.0000225E+001, 2.0000077E+001, 2.0000161E+001, 1.9999929E+001, 2.0000246E+001, 2.0000183E+001, 2.0000131E+001, 2.0000064E+001, 2.0000153E+001, 2.0000157E+001, 1.9999900E+001, 2.0000126E+001, 1.9999995E+001, 2.0000155E+001, 1.9999923E+001, 2.0000146E+001, 1.9999981E+001, 2.0000121E+001, 2.0000092E+001, 2.0000086E+001, 1.9999925E+001, 2.0000202E+001, 1.9999896E+001, 1.9999907E+001, 2.0000079E+001
 1.6021010E+001, 2.0000406E+001, 2.0000457E+001, 2.0000292E+001, 2.0000105E+001, 2.0000242E+001, 2.0000289E+001, 2.0000208E+001, 2.0000142E+001, 2.0000198E+001, 2.0000213E+001, 2.0000036E+001, 2.0000421E+001, 2.0000162E+001, 2.0000251E+001, 2.0000063E+001, 2.0000175E+001, 1.9999929E+001, 2.0000267E+001, 2.0000200E+001, 2.0000139E+001, 2.0000074E+001, 2.0000149E+001, 2.0000162E+001, 1.9999901E+001, 2.0000131E+001, 2.0000014E+001, 2.0000164E+001, 1.9999937E+001, 2.0000150E+001, 2.0000002E+001, 2.0000129E+001, 2.0000099E+001, 2.0000076E+001, 1.9999953E+001, 2.0000210E+001, 1.9999902E+001, 1.9999911E+001, 2.0000070E+001
 1.7008356E+001, 2.0000433E+001, 2.0000500E+001, 2.0000316E+001, 2.0000149E+001, 2.0000257E+001, 2.0000326E+001, 2.0000233E+001, 2.0000162E+001, 2.0000221E+001, 2.0000222E+001, 2.0000049E+001, 2.0000438E+001, 2.0000167E+001, 2.0000277E+001, 2.0000052E+001, 2.0000191E+001, 1.9999932E+001, 2.0000284E+001, 2.0000218E+001, 2.0000149E+001, 2.0000085E+001, 2.0000144E+001, 2.0000169E+001, 1.9999906E+001, 2.0000138E+001, 2.0000036E+001, 2.0000170E+001, 1.9999952E+001, 2.0000152E+001, 2.0000022E+001, 2.0000137E+001, 2.0000107E+001, 2.0000065E+001, 1.9999977E+001, 2.0000216E+001, 1.9999911E+001, 1.9999918E+001, 2.0000060E+001
 1.8010467E+001, 2.0000459E+001, 2.0000544E+001, 2.0000340E+001, 2.0000205E+001, 2.0000271E+001, 2.0000366E+001, 2.0000261E+001, 2.0000184E+001, 2.0000245E+001, 2.0000228E+001, 2.0000068E+001, 2.0000441E+001, 2.0000172E+001, 2.0000305E+001, 2.0000034E+001, 2.0000204E+001, 1.9999947E+001, 2.0000294E+001, 2.0000235E+001, 2.0000158E+001, 2.0000096E+001, 2.0000132E+001, 2.0000171E+001, 1.9999923E+001, 2.0000139E+001, 2.0000062E+001, 2.0000169E+001, 1.9999977E+001, 2.0000148E+001, 2.0000054E+001, 2.0000140E+001, 2.0000113E+001, 2.0000048E+001, 2.0000010E+001, 2.0000209E+001, 1.9999934E+001, 1.9999936E+001, 2.0000040E+001
 1.9002906E+001, 2.0000482E+001, 2.0000585E+001, 2.0000365E+001, 2.0000276E+001, 2.0000281E+001, 2.0000409E+001, 2.0000291E+001, 2.0000210E+001, 2.0000266E+001, 2.0000232E+001, 2.0000100E+001, 2.0000421E+001, 2.0000188E+001, 2.0000332E+001, 2.0000018E+001, 2.0000214E+001, 1.9999977E+001, 2.0000294E+001, 2.0000249E+001, 2.0000166E+001, 2.0000108E+001, 2.0000113E+001, 2.0000169E+001, 1.9999956E+001, 2.0000136E+001, 2.0000093E+001, 2.0000153E+001, 2.0000014E+001, 2.0000138E+001, 2.0000106E+001, 2.0000136E+001, 2.0000118E+001, 2.0000027E+001, 2.0000053E+001, 2.0000176E+001, 1.9999974E+001, 1.9999970E+001, 2.0000010E+001
 2.0020705E+001, 2.0000508E+001, 2.0000625E+001, 2.0000397E+001, 2.0000358E+001, 2.0000277E+001, 2.0000452E+001, 2.0000328E+001, 2.0000244E+001, 2.0000281E+001, 2.0000237E+001, 2.0000164E+001, 2.0000353E+001, 2.0000211E+001, 2.0000350E+001, 2.0000018E+001, 2.0000213E+001, 2.0000034E+001, 2.0000251E+001, 2.0000263E+001, 2.0000177E+001, 2.0000119E+001, 2.0000091E+001, 2.0000161E+001, 2.0000011E+001, 2.0000120E+001, 2.0000127E+001, 2.0000097E+001, 2.0000076E+001, 2.0000116E+001, 2.0000177E+001, 2.0000122E+001, 2.0000120E+001, 2.0000008E+001, 2.0000097E+001, 2.0000090E+001, 2.0000034E+001, 2.0000019E+001, 1.9999971E+001
 2.1018811E+001, 2.0000545E+001, 2.0000650E+001, 2.0000438E+001, 2.0000426E+001, 2.0000257E+001, 2.0000487E+001, 2.0000373E+001, 2.0000282E+001, 2.0000288E+001, 2.0000254E+001, 2.0000253E+001, 2.0000270E+001, 2.0000254E+001, 2.0000348E+001, 2.0000037E+001, 2.0000179E+001, 2.0000111E+001, 2.0000177E+001, 2.0000284E+001, 2.0000195E+001, 2.0000135E+001, 2.0000084E+001, 2.0000160E+001, 2.0000075E+001, 2.0000093E+001, 2.0000153E+001, 2.0000031E+001, 2.0000142E+001, 2.0000088E+001, 2.0000233E+001, 2.0000104E+001, 2.0000120E+001, 2.0000008E+001, 2.0000115E+001, 1.9999991E+001, 2.0000097E+001, 2.0000065E+001, 1.9999946E+001
