s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"5.8_122.5","5.8_123.5","5.8_124.5","5.8_125.5","5.8_126.5","5.8_127.5","5.8_128.5","5.8_129.5","5.8_130.5","5.8_131.5","5.8_132.5","5.8_133.5","5.8_134.5","5.8_135.5","5.8_136.5","5.8_137.5","5.8_138.5","5.8_139.5","5.8_140.5","5.8_141.5","5.8_142.5","5.8_143.5","5.8_144.5","5.8_145.5","5.8_146.5","5.8_147.5","5.8_148.5","5.8_149.5","5.8_150.5","5.8_151.5","5.8_152.5","5.8_153.5","5.8_154.5","5.8_155.5","5.8_156.5","5.8_157.5","5.8_158.5","5.8_159.5"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 1.0072925E+000, 2.0000021E+001, 2.0000016E+001, 2.0000011E+001, 2.0000010E+001, 2.0000014E+001, 2.0000009E+001, 2.0000009E+001, 2.0000009E+001, 2.0000003E+001, 1.9999999E+001, 2.0000007E+001, 2.0000006E+001, 2.0000003E+001, 2.0000004E+001, 2.0000000E+001, 2.0000004E+001, 1.9999999E+001, 2.0000007E+001, 2.0000001E+001, 2.0000004E+001, 2.0000002E+001, 1.9999995E+001, 2.0000002E+001, 2.0000002E+001, 1.9999998E+001, 1.9999997E+001, 1.9999999E+001, 1.9999999E+001, 2.0000000E+001, 2.0000003E+001, 2.0000002E+001, 2.0000004E+001, 2.0000004E+001, 2.0000005E+001, 2.0000001E+001, 1.9999994E+001, 1.9999999E+001, 2.0000002E+001
 2.0146934E+000, 2.0000777E+001, 2.0000698E+001, 2.0000596E+001, 2.0000536E+001, 2.0000456E+001, 2.0000409E+001, 2.0000348E+001, 2.0000313E+001, 2.0000268E+001, 2.0000243E+001, 2.0000204E+001, 2.0000182E+001, 2.0000154E+001, 2.0000141E+001, 2.0000123E+001, 2.0000112E+001, 2.0000096E+001, 2.0000086E+001, 2.0000076E+001, 2.0000070E+001, 2.0000060E+001, 2.0000058E+001, 2.0000049E+001, 2.0000044E+001, 2.0000040E+001, 2.0000035E+001, 2.0000030E+001, 2.0000029E+001, 2.0000025E+001, 2.0000025E+001, 2.0000023E+001, 2.0000021E+001, 2.0000021E+001, 2.0000021E+001, 2.0000023E+001, 2.0000023E+001, 2.0000017E+001, 2.0000015E+001
 3.0003625E+000, 2.0011684E+001, 2.0010867E+001, 2.0009749E+001, 2.0009067E+001, 2.0008129E+001, 2.0007558E+001, 2.0006774E+001, 2.0006295E+001, 2.0005636E+001, 2.0005235E+001, 2.0004683E+001, 2.0004348E+001, 2.0003892E+001, 2.0003610E+001, 2.0003221E+001, 2.0002987E+001, 2.0002666E+001, 2.0002472E+001, 2.0002208E+001, 2.0002048E+001, 2.0001825E+001, 2.0001690E+001, 2.0001508E+001, 2.0001395E+001, 2.0001245E+001, 2.0001155E+001, 2.0001026E+001, 2.0000949E+001, 2.0000845E+001, 2.0000779E+001, 2.0000695E+001, 2.0000645E+001, 2.0000574E+001, 2.0000533E+001, 2.0000480E+001, 2.0000446E+001, 2.0000394E+001, 2.0000381E+001
 4.0043055E+000, 2.0036474E+001, 2.0034225E+001, 2.0031111E+001, 2.0029194E+001, 2.0026535E+001, 2.0024898E+001, 2.0022628E+001, 2.0021229E+001, 2.0019288E+001, 2.0018092E+001, 2.0016432E+001, 2.0015407E+001, 2.0013981E+001, 2.0013102E+001, 2.0011882E+001, 2.0011131E+001, 2.0010090E+001, 2.0009446E+001, 2.0008550E+001, 2.0007997E+001, 2.0007235E+001, 2.0006767E+001, 2.0006120E+001, 2.0005722E+001, 2.0005169E+001, 2.0004828E+001, 2.0004359E+001, 2.0004070E+001, 2.0003674E+001, 2.0003429E+001, 2.0003091E+001, 2.0002884E+001, 2.0002596E+001, 2.0002421E+001, 2.0002191E+001, 2.0002051E+001, 2.0001847E+001, 2.0001729E+001
 5.0074371E+000, 2.0068164E+001, 2.0063965E+001, 2.0058170E+001, 2.0054614E+001, 2.0049697E+001, 2.0046674E+001, 2.0042486E+001, 2.0039905E+001, 2.0036324E+001, 2.0034117E+001, 2.0031054E+001, 2.0029165E+001, 2.0026542E+001, 2.0024924E+001, 2.0022676E+001, 2.0021287E+001, 2.0019355E+001, 2.0018161E+001, 2.0016503E+001, 2.0015482E+001, 2.0014062E+001, 2.0013185E+001, 2.0011963E+001, 2.0011209E+001, 2.0010165E+001, 2.0009523E+001, 2.0008635E+001, 2.0008087E+001, 2.0007326E+001, 2.0006857E+001, 2.0006210E+001, 2.0005812E+001, 2.0005259E+001, 2.0004921E+001, 2.0004463E+001, 2.0004179E+001, 2.0003779E+001, 2.0003559E+001
 6.0033731E+000, 2.0117741E+001, 2.0110419E+001, 2.0100343E+001, 2.0094175E+001, 2.0085664E+001, 2.0080442E+001, 2.0073222E+001, 2.0068785E+001, 2.0062639E+001, 2.0058856E+001, 2.0053608E+001, 2.0050372E+001, 2.0045877E+001, 2.0043104E+001, 2.0039252E+001, 2.0036876E+001, 2.0033573E+001, 2.0031535E+001, 2.0028701E+001, 2.0026951E+001, 2.0024515E+001, 2.0023009E+001, 2.0020919E+001, 2.0019630E+001, 2.0017838E+001, 2.0016731E+001, 2.0015192E+001, 2.0014242E+001, 2.0012923E+001, 2.0012114E+001, 2.0010995E+001, 2.0010305E+001, 2.0009343E+001, 2.0008754E+001, 2.0007951E+001, 2.0007457E+001, 2.0006765E+001, 2.0006374E+001
 7.0054618E+000, 2.0175426E+001, 2.0164134E+001, 2.0148680E+001, 2.0139276E+001, 2.0126375E+001, 2.0118504E+001, 2.0107677E+001, 2.0101054E+001, 2.0091923E+001, 2.0086325E+001, 2.0078592E+001, 2.0073842E+001, 2.0067267E+001, 2.0063223E+001, 2.0057616E+001, 2.0054160E+001, 2.0049362E+001, 2.0046403E+001, 2.0042295E+001, 2.0039760E+001, 2.0036238E+001, 2.0034064E+001, 2.0031043E+001, 2.0029175E+001, 2.0026574E+001, 2.0024967E+001, 2.0022736E+001, 2.0021359E+001, 2.0019441E+001, 2.0018257E+001, 2.0016612E+001, 2.0015595E+001, 2.0014180E+001, 2.0013312E+001, 2.0012124E+001, 2.0011391E+001, 2.0010363E+001, 2.0009792E+001
 8.0097575E+000, 2.0254900E+001, 2.0237739E+001, 2.0214406E+001, 2.0200286E+001, 2.0181009E+001, 2.0169305E+001, 2.0153289E+001, 2.0143544E+001, 2.0130180E+001, 2.0122029E+001, 2.0110822E+001, 2.0103970E+001, 2.0094531E+001, 2.0088750E+001, 2.0080770E+001, 2.0075871E+001, 2.0069097E+001, 2.0064933E+001, 2.0059166E+001, 2.0055614E+001, 2.0050688E+001, 2.0047652E+001, 2.0043442E+001, 2.0040845E+001, 2.0037239E+001, 2.0035015E+001, 2.0031927E+001, 2.0030018E+001, 2.0027357E+001, 2.0025716E+001, 2.0023442E+001, 2.0022036E+001, 2.0020074E+001, 2.0018866E+001, 2.0017206E+001, 2.0016178E+001, 2.0014742E+001, 2.0013954E+001
 9.0047014E+000, 2.0372396E+001, 2.0345828E+001, 2.0309993E+001, 2.0288499E+001, 2.0259411E+001, 2.0241890E+001, 2.0218069E+001, 2.0203653E+001, 2.0183971E+001, 2.0172024E+001, 2.0155677E+001, 2.0145733E+001, 2.0132098E+001, 2.0123783E+001, 2.0112355E+001, 2.0105372E+001, 2.0095756E+001, 2.0089870E+001, 2.0081749E+001, 2.0076767E+001, 2.0069880E+001, 2.0065651E+001, 2.0059799E+001, 2.0056198E+001, 2.0051205E+001, 2.0048132E+001, 2.0043877E+001, 2.0041253E+001, 2.0037607E+001, 2.0035364E+001, 2.0032256E+001, 2.0030334E+001, 2.0027649E+001, 2.0026000E+001, 2.0023738E+001, 2.0022339E+001, 2.0020380E+001, 2.0019313E+001
 1.0008018E+001, 2.0559660E+001, 2.0517295E+001, 2.0460363E+001, 2.0426380E+001, 2.0380665E+001, 2.0353336E+001, 2.0316512E+001, 2.0294444E+001, 2.0264599E+001, 2.0246632E+001, 2.0222217E+001, 2.0207446E+001, 2.0187292E+001, 2.0175063E+001, 2.0158339E+001, 2.0148170E+001, 2.0134229E+001, 2.0125732E+001, 2.0114058E+001, 2.0106927E+001, 2.0097112E+001, 2.0091106E+001, 2.0082827E+001, 2.0077749E+001, 2.0070732E+001, 2.0066426E+001, 2.0060477E+001, 2.0056818E+001, 2.0051744E+001, 2.0048628E+001, 2.0044325E+001, 2.0041671E+001, 2.0037979E+001, 2.0035716E+001, 2.0032613E+001, 2.0030693E+001, 2.0028012E+001, 2.0026564E+001
 1.1007383E+001, 2.0860209E+001, 2.0797715E+001, 2.0710165E+001, 2.0656365E+001, 2.0582844E+001, 2.0538538E+001, 2.0478758E+001, 2.0443023E+001, 2.0394967E+001, 2.0366272E+001, 2.0327670E+001, 2.0304575E+001, 2.0273382E+001, 2.0254631E+001, 2.0229182E+001, 2.0213808E+001, 2.0192856E+001, 2.0180159E+001, 2.0162819E+001, 2.0152285E+001, 2.0137854E+001, 2.0129066E+001, 2.0117006E+001, 2.0109645E+001, 2.0099512E+001, 2.0093318E+001, 2.0084788E+001, 2.0079557E+001, 2.0072325E+001, 2.0067894E+001, 2.0061788E+001, 2.0058031E+001, 2.0052815E+001, 2.0049624E+001, 2.0045260E+001, 2.0042572E+001, 2.0038839E+001, 2.0036836E+001
 1.2001434E+001, 2.1232843E+001, 2.1164081E+001, 2.1062889E+001, 2.0996931E+001, 2.0900276E+001, 2.0838206E+001, 2.0749835E+001, 2.0694546E+001, 2.0617759E+001, 2.0570886E+001, 2.0507020E+001, 2.0468613E+001, 2.0416893E+001, 2.0386036E+001, 2.0344603E+001, 2.0319866E+001, 2.0286542E+001, 2.0266559E+001, 2.0239502E+001, 2.0223196E+001, 2.0201025E+001, 2.0187623E+001, 2.0169362E+001, 2.0158285E+001, 2.0143132E+001, 2.0133920E+001, 2.0121310E+001, 2.0113617E+001, 2.0103028E+001, 2.0096566E+001, 2.0087692E+001, 2.0082247E+001, 2.0074710E+001, 2.0070109E+001, 2.0063824E+001, 2.0059962E+001, 2.0054619E+001, 2.0051769E+001
 1.3000661E+001, 2.1583554E+001, 2.1521637E+001, 2.1426657E+001, 2.1363886E+001, 2.1269729E+001, 2.1206891E+001, 2.1113020E+001, 2.1050059E+001, 2.0956766E+001, 2.0895835E+001, 2.0806992E+001, 2.0750163E+001, 2.0669628E+001, 2.0619521E+001, 2.0550229E+001, 2.0508091E+001, 2.0450913E+001, 2.0416682E+001, 2.0370717E+001, 2.0343331E+001, 2.0306554E+001, 2.0284582E+001, 2.0254957E+001, 2.0237176E+001, 2.0213088E+001, 2.0198589E+001, 2.0178907E+001, 2.0167005E+001, 2.0150754E+001, 2.0140912E+001, 2.0127492E+001, 2.0119317E+001, 2.0108068E+001, 2.0101234E+001, 2.0091927E+001, 2.0086243E+001, 2.0078413E+001, 2.0074265E+001
 1.4000225E+001, 2.1943575E+001, 2.1866743E+001, 2.1762222E+001, 2.1700065E+001, 2.1607055E+001, 2.1545921E+001, 2.1458486E+001, 2.1399679E+001, 2.1310902E+001, 2.1252627E+001, 2.1165851E+001, 2.1106745E+001, 2.1019194E+001, 2.0961426E+001, 2.0876050E+001, 2.0819572E+001, 2.0737474E+001, 2.0684843E+001, 2.0610163E+001, 2.0563828E+001, 2.0500029E+001, 2.0461342E+001, 2.0408992E+001, 2.0377700E+001, 2.0335703E+001, 2.0310699E+001, 2.0277163E+001, 2.0257136E+001, 2.0230154E+001, 2.0214013E+001, 2.0192248E+001, 2.0179136E+001, 2.0161288E+001, 2.0150553E+001, 2.0136042E+001, 2.0127254E+001, 2.0115313E+001, 2.0109079E+001
 1.5003944E+001, 2.2479916E+001, 2.2367836E+001, 2.2210030E+001, 2.2120299E+001, 2.1995575E+001, 2.1920349E+001, 2.1817996E+001, 2.1752456E+001, 2.1656309E+001, 2.1594449E+001, 2.1507829E+001, 2.1448257E+001, 2.1359570E+001, 2.1301856E+001, 2.1218884E+001, 2.1160800E+001, 2.1075815E+001, 2.1021220E+001, 2.0941831E+001, 2.0888465E+001, 2.0809454E+001, 2.0757918E+001, 2.0682466E+001, 2.0633438E+001, 2.0563733E+001, 2.0520520E+001, 2.0461062E+001, 2.0425035E+001, 2.0376213E+001, 2.0347066E+001, 2.0308053E+001, 2.0284844E+001, 2.0253720E+001, 2.0235270E+001, 2.0210665E+001, 2.0195963E+001, 2.0176249E+001, 2.0166144E+001
 1.6000816E+001, 2.2932003E+001, 2.2834455E+001, 2.2696932E+001, 2.2605894E+001, 2.2468733E+001, 2.2380067E+001, 2.2254170E+001, 2.2174254E+001, 2.2057523E+001, 2.1983528E+001, 2.1881807E+001, 2.1815103E+001, 2.1717673E+001, 2.1654508E+001, 2.1570834E+001, 2.1509302E+001, 2.1414713E+001, 2.1355948E+001, 2.1273572E+001, 2.1216278E+001, 2.1130557E+001, 2.1077845E+001, 2.1004979E+001, 2.0954930E+001, 2.0878128E+001, 2.0829360E+001, 2.0756868E+001, 2.0707439E+001, 2.0635221E+001, 2.0589266E+001, 2.0524290E+001, 2.0483768E+001, 2.0427826E+001, 2.0394077E+001, 2.0348708E+001, 2.0321677E+001, 2.0285882E+001, 2.0267713E+001
 1.7000804E+001, 2.3325080E+001, 2.3227958E+001, 2.3077544E+001, 2.2981373E+001, 2.2850874E+001, 2.2773000E+001, 2.2663587E+001, 2.2591369E+001, 2.2481889E+001, 2.2406953E+001, 2.2292929E+001, 2.2218476E+001, 2.2106928E+001, 2.2032410E+001, 2.1936391E+001, 2.1867628E+001, 2.1761880E+001, 2.1699667E+001, 2.1621419E+001, 2.1562178E+001, 2.1465850E+001, 2.1409238E+001, 2.1337486E+001, 2.1283024E+001, 2.1189642E+001, 2.1139394E+001, 2.1079230E+001, 2.1028657E+001, 2.0948737E+001, 2.0901830E+001, 2.0833504E+001, 2.0784558E+001, 2.0710066E+001, 2.0663858E+001, 2.0598886E+001, 2.0557100E+001, 2.0498719E+001, 2.0468561E+001
 1.8003521E+001, 2.3691828E+001, 2.3594801E+001, 2.3449721E+001, 2.3354092E+001, 2.3217831E+001, 2.3135293E+001, 2.3020404E+001, 2.2946166E+001, 2.2836295E+001, 2.2767271E+001, 2.2669986E+001, 2.2606065E+001, 2.2509908E+001, 2.2444561E+001, 2.2343012E+001, 2.2274404E+001, 2.2167001E+001, 2.2093843E+001, 2.1999367E+001, 2.1927458E+001, 2.1807999E+001, 2.1745315E+001, 2.1674205E+001, 2.1618122E+001, 2.1506146E+001, 2.1452187E+001, 2.1411708E+001, 2.1359421E+001, 2.1263103E+001, 2.1221943E+001, 2.1185226E+001, 2.1143304E+001, 2.1061060E+001, 2.1020425E+001, 2.0968119E+001, 2.0926171E+001, 2.0865696E+001, 2.0835290E+001
 1.9003926E+001, 2.4032922E+001, 2.3917275E+001, 2.3757332E+001, 2.3657079E+001, 2.3520688E+001, 2.3446541E+001, 2.3343115E+001, 2.3274735E+001, 2.3175822E+001, 2.3108512E+001, 2.3000064E+001, 2.2925258E+001, 2.2814475E+001, 2.2753432E+001, 2.2689383E+001, 2.2652015E+001, 2.2586586E+001, 2.2530741E+001, 2.2436578E+001, 2.2373413E+001, 2.2268420E+001, 2.2194135E+001, 2.2088333E+001, 2.2014302E+001, 2.1882381E+001, 2.1812548E+001, 2.1749132E+001, 2.1689547E+001, 2.1578858E+001, 2.1534433E+001, 2.1522462E+001, 2.1495967E+001, 2.1403861E+001, 2.1382738E+001, 2.1385335E+001, 2.2609066E+001, 2.3794683E+001, 2.6584345E+001
 2.0003468E+001, 2.4487390E+001, 2.4364606E+001, 2.4180497E+001, 2.4060938E+001, 2.3886033E+001, 2.3779772E+001, 2.3649930E+001, 2.3574608E+001, 2.3474629E+001, 2.3415491E+001, 2.3321782E+001, 2.3246709E+001, 2.3100443E+001, 2.2995836E+001, 2.2821762E+001, 2.2705023E+001, 2.2709365E+001, 2.2756438E+001, 2.2749140E+001, 2.2713681E+001, 2.2647056E+001, 2.2591450E+001, 2.2499724E+001, 2.2434844E+001, 2.2331167E+001, 2.2262933E+001, 2.2173346E+001, 2.2101152E+001, 2.1983175E+001, 2.1926603E+001, 2.1874502E+001, 2.1836678E+001, 2.1758465E+001, 2.1722567E+001, 2.1798086E+001, 3.7200494E+001, 4.9817158E+001, 7.2887827E+001
 2.1004236E+001, 2.5077145E+001, 2.4933903E+001, 2.4734482E+001, 2.4608784E+001, 2.4424858E+001, 2.4302674E+001, 2.4126461E+001, 2.4021195E+001, 2.3876548E+001, 2.3788606E+001, 2.3672840E+001, 2.3597748E+001, 2.3462303E+001, 2.3354566E+001, 2.3163297E+001, 2.2899521E+001, 2.2646394E+001, 2.2771421E+001, 2.2855965E+001, 2.2860598E+001, 2.2850123E+001, 2.2832902E+001, 2.2787424E+001, 2.2742157E+001, 2.2662867E+001, 2.2607411E+001, 2.2530110E+001, 2.2480516E+001, 2.2406118E+001, 2.2357481E+001, 2.2299055E+001, 2.2265326E+001, 2.2215936E+001, 2.2231526E+001, 2.3815180E+001, 2.7160329E+001, 3.6780326E+001, 5.1606573E+001
