s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"5.8_122.5","5.8_123.5","5.8_124.5","5.8_125.5","5.8_126.5","5.8_127.5","5.8_128.5","5.8_129.5","5.8_130.5","5.8_131.5","5.8_132.5","5.8_133.5","5.8_134.5","5.8_135.5","5.8_136.5","5.8_137.5","5.8_138.5","5.8_139.5","5.8_140.5","5.8_141.5","5.8_142.5","5.8_143.5","5.8_144.5","5.8_145.5","5.8_146.5","5.8_147.5","5.8_148.5","5.8_149.5","5.8_150.5","5.8_151.5","5.8_152.5","5.8_153.5","5.8_154.5","5.8_155.5","5.8_156.5","5.8_157.5","5.8_158.5","5.8_159.5"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 1.0087139E+000, 2.0000338E+001, 2.0000304E+001, 2.0000260E+001, 2.0000233E+001, 2.0000196E+001, 2.0000173E+001, 2.0000151E+001, 2.0000131E+001, 2.0000108E+001, 2.0000097E+001, 2.0000086E+001, 2.0000074E+001, 2.0000059E+001, 2.0000056E+001, 2.0000053E+001, 2.0000043E+001, 2.0000036E+001, 2.0000036E+001, 2.0000028E+001, 2.0000021E+001, 2.0000023E+001, 2.0000018E+001, 2.0000018E+001, 2.0000016E+001, 2.0000009E+001, 2.0000009E+001, 2.0000004E+001, 2.0000009E+001, 2.0000009E+001, 2.0000008E+001, 2.0000010E+001, 2.0000002E+001, 2.0000009E+001, 2.0000005E+001, 2.0000003E+001, 2.0000003E+001, 2.0000009E+001, 2.0000006E+001
 2.0081298E+000, 2.0033280E+001, 2.0030171E+001, 2.0026037E+001, 2.0023596E+001, 2.0020350E+001, 2.0018433E+001, 2.0015882E+001, 2.0014379E+001, 2.0012383E+001, 2.0011205E+001, 2.0009640E+001, 2.0008720E+001, 2.0007494E+001, 2.0006772E+001, 2.0005817E+001, 2.0005252E+001, 2.0004507E+001, 2.0004068E+001, 2.0003490E+001, 2.0003149E+001, 2.0002697E+001, 2.0002431E+001, 2.0002082E+001, 2.0001874E+001, 2.0001609E+001, 2.0001449E+001, 2.0001241E+001, 2.0001118E+001, 2.0000959E+001, 2.0000865E+001, 2.0000745E+001, 2.0000677E+001, 2.0000587E+001, 2.0000536E+001, 2.0000470E+001, 2.0000432E+001, 2.0000380E+001, 2.0000345E+001
 3.0063816E+000, 2.0193940E+001, 2.0176993E+001, 2.0154588E+001, 2.0141409E+001, 2.0123915E+001, 2.0113588E+001, 2.0099834E+001, 2.0091687E+001, 2.0080807E+001, 2.0074345E+001, 2.0065687E+001, 2.0060529E+001, 2.0053598E+001, 2.0049455E+001, 2.0043877E+001, 2.0040535E+001, 2.0036017E+001, 2.0033302E+001, 2.0029625E+001, 2.0027410E+001, 2.0024404E+001, 2.0022592E+001, 2.0020129E+001, 2.0018641E+001, 2.0016613E+001, 2.0015388E+001, 2.0013720E+001, 2.0012712E+001, 2.0011341E+001, 2.0010512E+001, 2.0009383E+001, 2.0008701E+001, 2.0007774E+001, 2.0007217E+001, 2.0006467E+001, 2.0006017E+001, 2.0005409E+001, 2.0005073E+001
 4.0018825E+000, 2.0493605E+001, 2.0448950E+001, 2.0390562E+001, 2.0356584E+001, 2.0311739E+001, 2.0285387E+001, 2.0250453E+001, 2.0229851E+001, 2.0202427E+001, 2.0186194E+001, 2.0164512E+001, 2.0151633E+001, 2.0134387E+001, 2.0124118E+001, 2.0110324E+001, 2.0102084E+001, 2.0090987E+001, 2.0084342E+001, 2.0075368E+001, 2.0069976E+001, 2.0062671E+001, 2.0058268E+001, 2.0052287E+001, 2.0048674E+001, 2.0043752E+001, 2.0040772E+001, 2.0036705E+001, 2.0034237E+001, 2.0030862E+001, 2.0028809E+001, 2.0026002E+001, 2.0024295E+001, 2.0021958E+001, 2.0020538E+001, 2.0018598E+001, 2.0017420E+001, 2.0015816E+001, 2.0014959E+001
 5.0052519E+000, 2.0984776E+001, 2.0893732E+001, 2.0775231E+001, 2.0705931E+001, 2.0614165E+001, 2.0560268E+001, 2.0489337E+001, 2.0447932E+001, 2.0393199E+001, 2.0360944E+001, 2.0318079E+001, 2.0292756E+001, 2.0258985E+001, 2.0238946E+001, 2.0212119E+001, 2.0196147E+001, 2.0174700E+001, 2.0161892E+001, 2.0144635E+001, 2.0134292E+001, 2.0120315E+001, 2.0111914E+001, 2.0100520E+001, 2.0093647E+001, 2.0084295E+001, 2.0078636E+001, 2.0070913E+001, 2.0066225E+001, 2.0059809E+001, 2.0055907E+001, 2.0050563E+001, 2.0047308E+001, 2.0042835E+001, 2.0040109E+001, 2.0036377E+001, 2.0034104E+001, 2.0030999E+001, 2.0029356E+001
 6.0010141E+000, 2.1647288E+001, 2.1510843E+001, 2.1323448E+001, 2.1210302E+001, 2.1058252E+001, 2.0967825E+001, 2.0846554E+001, 2.0773986E+001, 2.0676325E+001, 2.0618370E+001, 2.0541545E+001, 2.0496457E+001, 2.0436701E+001, 2.0401412E+001, 2.0354404E+001, 2.0326589E+001, 2.0289453E+001, 2.0267384E+001, 2.0237792E+001, 2.0220149E+001, 2.0196424E+001, 2.0182233E+001, 2.0163082E+001, 2.0151588E+001, 2.0136032E+001, 2.0126665E+001, 2.0113944E+001, 2.0106256E+001, 2.0095783E+001, 2.0089437E+001, 2.0080768E+001, 2.0075496E+001, 2.0068271E+001, 2.0063877E+001, 2.0057864E+001, 2.0054203E+001, 2.0049189E+001, 2.0046532E+001
 7.0074228E+000, 2.2249971E+001, 2.2062227E+001, 2.1830065E+001, 2.1702707E+001, 2.1536745E+001, 2.1435396E+001, 2.1291137E+001, 2.1199289E+001, 2.1068769E+001, 2.0987001E+001, 2.0872450E+001, 2.0801773E+001, 2.0704760E+001, 2.0646196E+001, 2.0567584E+001, 2.0521044E+001, 2.0459048E+001, 2.0422314E+001, 2.0373257E+001, 2.0344165E+001, 2.0305272E+001, 2.0282134E+001, 2.0251073E+001, 2.0232534E+001, 2.0207578E+001, 2.0192637E+001, 2.0172466E+001, 2.0160353E+001, 2.0143943E+001, 2.0134059E+001, 2.0120634E+001, 2.0112519E+001, 2.0101455E+001, 2.0094757E+001, 2.0085621E+001, 2.0080069E+001, 2.0072484E+001, 2.0068471E+001
 8.0091089E+000, 2.3083886E+001, 2.2844150E+001, 2.2500169E+001, 2.2284428E+001, 2.1995299E+001, 2.1832236E+001, 2.1633899E+001, 2.1528432E+001, 2.1398741E+001, 2.1324038E+001, 2.1217894E+001, 2.1147494E+001, 2.1041202E+001, 2.0970826E+001, 2.0868123E+001, 2.0802461E+001, 2.0710031E+001, 2.0653318E+001, 2.0576004E+001, 2.0529601E+001, 2.0467306E+001, 2.0430223E+001, 2.0380537E+001, 2.0351001E+001, 2.0311457E+001, 2.0287918E+001, 2.0256310E+001, 2.0237428E+001, 2.0211986E+001, 2.0196759E+001, 2.0176218E+001, 2.0163875E+001, 2.0147136E+001, 2.0137066E+001, 2.0123424E+001, 2.0115181E+001, 2.0103976E+001, 2.0098096E+001
 9.0000096E+000, 2.3522848E+001, 2.3300119E+001, 2.3017850E+001, 2.2852642E+001, 2.2607744E+001, 2.2438647E+001, 2.2178040E+001, 2.2005938E+001, 2.1770523E+001, 2.1633954E+001, 2.1464868E+001, 2.1375604E+001, 2.1270105E+001, 2.1212057E+001, 2.1131723E+001, 2.1078148E+001, 2.0993178E+001, 2.0934030E+001, 2.0844302E+001, 2.0785283E+001, 2.0700143E+001, 2.0646714E+001, 2.0572893E+001, 2.0528045E+001, 2.0467070E+001, 2.0430452E+001, 2.0381155E+001, 2.0351728E+001, 2.0312227E+001, 2.0288704E+001, 2.0257131E+001, 2.0238243E+001, 2.0212745E+001, 2.0197504E+001, 2.0177009E+001, 2.0164693E+001, 2.0148041E+001, 2.0139397E+001
 1.0007605E+001, 2.3957151E+001, 2.3667809E+001, 2.3280262E+001, 2.3039010E+001, 2.2759180E+001, 2.2706079E+001, 2.2569867E+001, 2.2447588E+001, 2.2247972E+001, 2.2102778E+001, 2.1891306E+001, 2.1758020E+001, 2.1572852E+001, 2.1463472E+001, 2.1325307E+001, 2.1250563E+001, 2.1160951E+001, 2.1111757E+001, 2.1044829E+001, 2.1000727E+001, 2.0931705E+001, 2.0883390E+001, 2.0808441E+001, 2.0757065E+001, 2.0681031E+001, 2.0632411E+001, 2.0563770E+001, 2.0521399E+001, 2.0463116E+001, 2.0427637E+001, 2.0379371E+001, 2.0350348E+001, 2.0311188E+001, 2.0287859E+001, 2.0256617E+001, 2.0237933E+001, 2.0212814E+001, 2.0199910E+001
 1.1009940E+001, 2.4699077E+001, 2.4175665E+001, 2.3604381E+001, 2.3384712E+001, 2.2918064E+001, 2.2623598E+001, 2.2602671E+001, 2.2616214E+001, 2.2475969E+001, 2.2364408E+001, 2.2187182E+001, 2.2071500E+001, 2.1904874E+001, 2.1797527E+001, 2.1640900E+001, 2.1542067E+001, 2.1404799E+001, 2.1321297E+001, 2.1210767E+001, 2.1147306E+001, 2.1066767E+001, 2.1021314E+001, 2.0959492E+001, 2.0920248E+001, 2.0860560E+001, 2.0821238E+001, 2.0762360E+001, 2.0720722E+001, 2.0655885E+001, 2.0613258E+001, 2.0551314E+001, 2.0511948E+001, 2.0456825E+001, 2.0423021E+001, 2.0376561E+001, 2.0348279E+001, 2.0310099E+001, 2.0290514E+001
 1.2010907E+001, 3.1303682E+001, 3.0346884E+001, 2.4317743E+001, 2.3734466E+001, 2.3363673E+001, 2.3048683E+001, 2.2707690E+001, 2.2754423E+001, 2.2670001E+001, 2.2565235E+001, 2.2406911E+001, 2.2296175E+001, 2.2125537E+001, 2.2017658E+001, 2.1868892E+001, 2.1776639E+001, 2.1646181E+001, 2.1564440E+001, 2.1449646E+001, 2.1376586E+001, 2.1271941E+001, 2.1207225E+001, 2.1119926E+001, 2.1066877E+001, 2.0992434E+001, 2.0945772E+001, 2.0881559E+001, 2.0843001E+001, 2.0788467E+001, 2.0756966E+001, 2.0715024E+001, 2.0683572E+001, 2.0630579E+001, 2.0595260E+001, 2.0541601E+001, 2.0505136E+001, 2.0453659E+001, 2.0426620E+001
 1.3000675E+001, 3.9763137E+001, 3.2496079E+001, 2.6957654E+001, 2.6898752E+001, 2.5622763E+001, 2.4323862E+001, 2.3551204E+001, 2.3220208E+001, 2.2986872E+001, 2.2862821E+001, 2.2664738E+001, 2.2537091E+001, 2.2362970E+001, 2.2257005E+001, 2.2100927E+001, 2.2004179E+001, 2.1869959E+001, 2.1786865E+001, 2.1669707E+001, 2.1591997E+001, 2.1477167E+001, 2.1408145E+001, 2.1320085E+001, 2.1266390E+001, 2.1187903E+001, 2.1137836E+001, 2.1063876E+001, 2.1011906E+001, 2.0934425E+001, 2.0885771E+001, 2.0822435E+001, 2.0783960E+001, 2.0730639E+001, 2.0708805E+001, 2.0687160E+001, 2.0666472E+001, 2.0641894E+001, 2.0721978E+001
 1.4007198E+001, 3.1946518E+001, 2.9906022E+001, 3.0371645E+001, 3.3054182E+001, 4.5166664E+001, 5.2339135E+001, 3.9386252E+001, 2.7407263E+001, 2.3476280E+001, 2.3246659E+001, 2.3030323E+001, 2.2884099E+001, 2.2660803E+001, 2.2527110E+001, 2.2354213E+001, 2.2252886E+001, 2.2115554E+001, 2.2032704E+001, 2.1913539E+001, 2.1833195E+001, 2.1710668E+001, 2.1631216E+001, 2.1521487E+001, 2.1456226E+001, 2.1365704E+001, 2.1315553E+001, 2.1255400E+001, 2.1209370E+001, 2.1132317E+001, 2.1087798E+001, 2.1026976E+001, 2.0982248E+001, 2.0909429E+001, 2.0867016E+001, 2.0820888E+001, 2.0793095E+001, 2.0839317E+001, 2.4475322E+001
 1.5001117E+001, 3.0902626E+001, 2.9248322E+001, 3.0726862E+001, 4.4254399E+001, 5.5549149E+001, 4.6585048E+001, 2.8819004E+001, 2.5264587E+001, 2.4068216E+001, 2.3702173E+001, 2.3801816E+001, 2.4430869E+001, 2.4453392E+001, 2.3510525E+001, 2.2703737E+001, 2.2567818E+001, 2.2398041E+001, 2.2293515E+001, 2.2166916E+001, 2.2085483E+001, 2.1960929E+001, 2.1883121E+001, 2.1770981E+001, 2.1698758E+001, 2.1591686E+001, 2.1527367E+001, 2.1445737E+001, 2.1392240E+001, 2.1304217E+001, 2.1257869E+001, 2.1214857E+001, 2.1183711E+001, 2.1121503E+001, 2.1094358E+001, 2.1095693E+001, 2.1214312E+001, 2.1093320E+001, 2.1299248E+001
 1.6002884E+001, 3.6482627E+001, 3.5719930E+001, 3.0940372E+001, 3.5544799E+001, 3.3722351E+001, 2.7357121E+001, 2.5868177E+001, 2.5419905E+001, 2.4696829E+001, 2.5383359E+001, 2.8525683E+001, 3.0278681E+001, 2.8385012E+001, 2.5555598E+001, 2.3526583E+001, 2.3047140E+001, 2.2732834E+001, 2.2600982E+001, 2.2448613E+001, 2.2363410E+001, 2.2226657E+001, 2.2129490E+001, 2.1995193E+001, 2.1923752E+001, 2.1830784E+001, 2.1775107E+001, 2.1692754E+001, 2.1634318E+001, 2.1541178E+001, 2.1482746E+001, 2.1411683E+001, 2.1371501E+001, 2.1312795E+001, 2.1281887E+001, 2.2075698E+001, 3.2795788E+001, 3.0653849E+001, 5.8212057E+001
 1.7004568E+001, 4.0595597E+001, 4.2627432E+001, 3.6619972E+001, 3.5343206E+001, 3.7402854E+001, 3.2503257E+001, 2.4078254E+001, 2.4813524E+001, 2.6461711E+001, 2.6585016E+001, 2.7809958E+001, 2.5963555E+001, 2.4189562E+001, 2.4323855E+001, 2.7923200E+001, 3.2829806E+001, 3.9668407E+001, 4.0562659E+001, 3.1998562E+001, 2.6188804E+001, 2.2697669E+001, 2.2450521E+001, 2.2304792E+001, 2.2208008E+001, 2.2070169E+001, 2.1991624E+001, 2.1900601E+001, 2.1850725E+001, 2.1775522E+001, 2.1727236E+001, 2.1662694E+001, 2.1620216E+001, 2.1553591E+001, 2.1525208E+001, 2.1493102E+001, 2.2326549E+001, 2.9497304E+001, 4.4414049E+001
 1.8007941E+001, 6.3475120E+001, 4.2783009E+001, 3.5477402E+001, 3.8042912E+001, 3.8065884E+001, 3.5374866E+001, 2.4712023E+001, 2.4088676E+001, 3.0105007E+001, 3.0119578E+001, 2.7865004E+001, 2.5491165E+001, 2.3532965E+001, 2.4002503E+001, 4.2511617E+001, 6.4704243E+001, 6.8022651E+001, 5.9776455E+001, 4.7810999E+001, 4.0524843E+001, 3.1340898E+001, 2.7405531E+001, 2.4092804E+001, 2.3025568E+001, 2.2567460E+001, 2.2384117E+001, 2.2170091E+001, 2.2091871E+001, 2.1990540E+001, 2.1933065E+001, 2.1865765E+001, 2.1826735E+001, 2.1745006E+001, 2.1703724E+001, 2.1993988E+001, 2.2995178E+001, 2.4701615E+001, 2.7918717E+001
 1.9009538E+001, 2.0537848E+002, 1.8460215E+002, 9.4934225E+001, 3.7610129E+001, 3.5929478E+001, 3.4235359E+001, 2.4266617E+001, 2.4722099E+001, 3.3277037E+001, 3.9899631E+001, 2.7452239E+001, 2.5479313E+001, 2.5837306E+001, 2.5994881E+001, 3.4910108E+001, 4.9837116E+001, 4.6625728E+001, 3.8850769E+001, 3.6322329E+001, 3.6292497E+001, 3.7086285E+001, 3.6305145E+001, 3.5408392E+001, 3.7787932E+001, 4.6285971E+001, 5.0034324E+001, 4.2807111E+001, 3.2385824E+001, 2.2891616E+001, 2.2195552E+001, 2.2110224E+001, 2.2046453E+001, 2.1954075E+001, 2.1911679E+001, 2.1906002E+001, 2.2139470E+001, 2.6250998E+001, 3.2082597E+001
 2.0006268E+001, 2.0093781E+002, 2.0230592E+002, 2.0074409E+002, 6.2922628E+001, 3.4876560E+001, 3.6728473E+001, 2.9069780E+001, 2.4674929E+001, 3.1327987E+001, 3.3903774E+001, 2.6639434E+001, 2.8256585E+001, 2.9508420E+001, 3.2444097E+001, 4.1363963E+001, 4.7542771E+001, 5.1603676E+001, 5.0959713E+001, 3.2250614E+001, 3.2117521E+001, 3.2549931E+001, 3.4824444E+001, 4.7479773E+001, 6.0902989E+001, 7.5354573E+001, 8.3433352E+001, 8.2398198E+001, 7.4712511E+001, 5.2515243E+001, 3.7444214E+001, 3.1297343E+001, 2.8408289E+001, 2.2273761E+001, 2.2121245E+001, 2.2109312E+001, 2.2177194E+001, 2.2731078E+001, 2.3621768E+001
 2.1007984E+001, 2.9603263E+002, 2.0660312E+002, 1.1242869E+002, 4.4498192E+001, 4.0066556E+001, 4.2533219E+001, 3.7271489E+001, 2.9634145E+001, 2.6335715E+001, 2.7651717E+001, 2.7558520E+001, 3.0070780E+001, 3.1644699E+001, 4.2742791E+001, 5.3769264E+001, 5.2947051E+001, 7.9258166E+001, 6.7579088E+001, 3.9111698E+001, 3.5526584E+001, 3.3924172E+001, 3.5470686E+001, 3.9079919E+001, 4.4532457E+001, 5.4890925E+001, 6.6373111E+001, 6.8781394E+001, 6.9554150E+001, 7.0987147E+001, 6.9556729E+001, 6.9674545E+001, 7.2534224E+001, 5.7198176E+001, 3.8304520E+001, 2.3556189E+001, 2.3633793E+001, 2.2504020E+001, 2.3083937E+001
