65,2.80E+02,5.63E+02,3.36E+02,2.85E+02
66,3.01E+02,5.74E+02,4.58E+02,2.58E+02
67,2.82E+02,5.09E+02,4.37E+02,2.41E+02
68,2.79E+02,6.69E+02,4.31E+02,2.45E+02
69,3.08E+02,5.97E+02,4.24E+02,1.95E+02
70,3.30E+02,7.49E+02,4.48E+02,1.40E+02
71,2.68E+02,6.58E+02,4.04E+02,1.95E+02
72,2.33E+02,7.15E+02,3.64E+02,2.27E+02
73,2.59E+02,6.56E+02,3.67E+02,3.03E+02
74,2.64E+02,5.02E+02,4.10E+02,3.08E+02
75,2.44E+02,5.62E+02,3.87E+02,2.92E+02
76,2.14E+02,4.84E+02,5.10E+02,2.86E+02
77,1.97E+02,6.06E+02,5.40E+02,2.69E+02
78,2.22E+02,6.79E+02,4.51E+02,2.49E+02
79,2.88E+02,7.00E+02,4.23E+02,2.43E+02
80,2.80E+02,5.49E+02,3.63E+02,2.59E+02
81,2.67E+02,6.51E+02,4.03E+02,2.45E+02
82,2.66E+02,6.00E+02,4.78E+02,2.27E+02
83,2.70E+02,7.47E+02,4.75E+02,3.04E+02
84,3.05E+02,6.72E+02,4.68E+02,3.13E+02
85,2.57E+02,5.10E+02,4.54E+02,2.83E+02
86,2.30E+02,6.53E+02,4.99E+02,2.75E+02
87,2.25E+02,6.19E+02,4.97E+02,2.57E+02
88,2.85E+02,8.28E+02,4.50E+02,2.12E+02
89,2.98E+02,6.85E+02,4.47E+02,1.41E+02
90,2.62E+02,4.61E+02,4.45E+02,1.38E+02
91,2.30E+02,3.60E+02,5.02E+02,2.47E+02
92,2.21E+02,3.85E+02,4.34E+02,2.73E+02
93,1.89E+02,6.14E+02,4.58E+02,2.81E+02
94,2.00E+02,7.21E+02,4.45E+02,2.73E+02
95,2.35E+02,7.57E+02,3.98E+02,2.58E+02
96,2.49E+02,6.38E+02,3.42E+02,2.61E+02
97,2.61E+02,5.40E+02,3.54E+02,2.54E+02
98,2.23E+02,5.26E+02,4.85E+02,3.13E+02
99,2.28E+02,5.63E+02,5.06E+02,2.98E+02
100,2.84E+02,5.53E+02,4.90E+02,2.93E+02
101,2.92E+02,6.89E+02,4.36E+02,2.80E+02
102,2.74E+02,6.88E+02,4.26E+02,3.01E+02
103,2.71E+02,7.11E+02,4.78E+02,2.97E+02
104,2.73E+02,6.80E+02,4.44E+02,2.88E+02
105,2.83E+02,5.61E+02,4.93E+02,2.83E+02
106,2.56E+02,6.00E+02,5.07E+02,2.87E+02
107,3.02E+02,4.86E+02,4.85E+02,2.82E+02
108,2.76E+02,6.66E+02,4.40E+02,3.31E+02
109,3.22E+02,7.11E+02,4.95E+02,3.15E+02
110,2.70E+02,4.49E+02,5.01E+02,3.02E+02
111,2.22E+02,5.84E+02,4.49E+02,2.96E+02
112,2.40E+02,5.31E+02,5.05E+02,3.06E+02
113,2.32E+02,6.49E+02,4.52E+02,2.72E+02
114,2.22E+02,6.27E+02,4.55E+02,2.04E+02
115,2.26E+02,7.44E+02,4.43E+02,2.10E+02
116,2.17E+02,5.97E+02,4.73E+02,2.27E+02
117,2.05E+02,6.24E+02,4.37E+02,2.12E+02
118,2.37E+02,5.25E+02,5.25E+02,3.07E+02
119,2.79E+02,5.13E+02,4.97E+02,3.11E+02
120,3.00E+02,5.11E+02,5.29E+02,2.80E+02
121,2.76E+02,5.68E+02,4.95E+02,3.24E+02
122,2.65E+02,5.90E+02,4.64E+02,3.31E+02
123,2.70E+02,6.04E+02,4.05E+02,3.23E+02
124,2.79E+02,5.93E+02,4.01E+02,3.18E+02
125,2.72E+02,7.01E+02,4.95E+02,3.13E+02
126,2.70E+02,6.20E+02,5.04E+02,3.16E+02
127,2.47E+02,6.85E+02,5.11E+02,3.40E+02
128,2.79E+02,5.64E+02,4.82E+02,3.50E+02
129,3.05E+02,6.60E+02,5.05E+02,3.44E+02
130,3.28E+02,5.45E+02,5.52E+02,3.26E+02
131,3.26E+02,5.27E+02,5.38E+02,3.13E+02
132,3.10E+02,5.65E+02,4.71E+02,3.04E+02
133,2.90E+02,6.76E+02,4.83E+02,3.11E+02
134,2.47E+02,6.25E+02,4.82E+02,3.05E+02
135,2.38E+02,6.20E+02,4.35E+02,3.02E+02
136,2.26E+02,5.40E+02,4.77E+02,2.84E+02
137,2.77E+02,5.72E+02,4.82E+02,2.77E+02
138,3.04E+02,6.76E+02,4.60E+02,2.88E+02
139,2.86E+02,6.99E+02,4.65E+02,2.68E+02
140,2.53E+02,7.29E+02,4.27E+02,2.72E+02
141,2.50E+02,8.20E+02,4.68E+02,3.10E+02
142,2.89E+02,5.89E+02,4.91E+02,3.45E+02
143,2.79E+02,5.14E+02,4.94E+02,3.17E+02
144,2.29E+02,4.51E+02,5.20E+02,3.23E+02
145,2.03E+02,5.65E+02,4.66E+02,3.20E+02
146,1.91E+02,5.41E+02,4.20E+02,3.10E+02
147,1.94E+02,8.03E+02,4.52E+02,3.09E+02
148,2.65E+02,5.78E+02,3.98E+02,3.11E+02
149,2.21E+02,5.69E+02,4.27E+02,2.85E+02
150,2.34E+02,6.36E+02,5.18E+02,2.90E+02
151,2.56E+02,7.28E+02,5.02E+02,3.04E+02
152,2.31E+02,6.51E+02,4.45E+02,2.98E+02
153,2.03E+02,6.96E+02,5.08E+02,2.98E+02
154,2.29E+02,7.01E+02,5.00E+02,2.69E+02
155,2.57E+02,5.01E+02,3.93E+02,2.62E+02
156,2.92E+02,3.98E+02,5.09E+02,2.61E+02
157,2.89E+02,4.93E+02,5.14E+02,2.76E+02
158,2.64E+02,5.23E+02,4.70E+02,2.66E+02
159,2.08E+02,7.18E+02,4.83E+02,2.70E+02
160,2.28E+02,6.06E+02,4.47E+02,2.69E+02
161,2.47E+02,5.62E+02,4.05E+02,2.69E+02
162,2.93E+02,5.49E+02,3.82E+02,2.66E+02
163,2.56E+02,5.62E+02,3.85E+02,2.86E+02
164,2.22E+02,6.36E+02,4.16E+02,3.00E+02
165,2.21E+02,8.23E+02,4.61E+02,3.04E+02
166,2.14E+02,7.26E+02,4.73E+02,3.03E+02
167,2.13E+02,7.06E+02,5.02E+02,2.84E+02
168,2.65E+02,6.54E+02,4.98E+02,2.67E+02
169,2.56E+02,6.87E+02,4.96E+02,2.77E+02
170,2.43E+02,7.00E+02,4.74E+02,2.89E+02
171,2.52E+02,5.65E+02,4.78E+02,2.86E+02
172,2.51E+02,5.37E+02,4.77E+02,2.61E+02
173,2.83E+02,5.51E+02,4.76E+02,2.43E+02
174,2.68E+02,6.29E+02,4.40E+02,2.50E+02
175,2.58E+02,5.46E+02,4.32E+02,2.78E+02
176,2.55E+02,6.49E+02,4.33E+02,3.03E+02
177,2.24E+02,6.77E+02,4.57E+02,3.03E+02
178,2.28E+02,5.23E+02,4.60E+02,3.11E+02
179,2.23E+02,5.21E+02,4.58E+02,3.33E+02
180,2.43E+02,5.28E+02,4.51E+02,3.32E+02
181,2.78E+02,6.70E+02,4.41E+02,3.40E+02
182,2.57E+02,7.12E+02,4.49E+02,3.27E+02
183,2.44E+02,7.62E+02,4.47E+02,3.17E+02
184,2.56E+02,6.91E+02,4.68E+02,3.16E+02
185,3.13E+02,5.98E+02,4.70E+02,3.15E+02
186,3.23E+02,5.35E+02,5.00E+02,3.23E+02
187,2.88E+02,6.54E+02,5.49E+02,3.32E+02
188,2.32E+02,7.09E+02,5.24E+02,3.29E+02
189,2.47E+02,6.79E+02,4.90E+02,3.16E+02
190,2.36E+02,6.41E+02,4.61E+02,3.27E+02
191,2.31E+02,6.35E+02,5.27E+02,3.28E+02
192,2.55E+02,5.40E+02,5.07E+02,3.40E+02
193,2.59E+02,5.94E+02,4.90E+02,3.63E+02
194,2.35E+02,5.94E+02,4.72E+02,3.59E+02
195,2.42E+02,7.03E+02,4.95E+02,3.49E+02
196,2.89E+02,7.58E+02,5.05E+02,3.42E+02
197,2.92E+02,6.47E+02,4.73E+02,3.29E+02
198,2.57E+02,5.42E+02,5.63E+02,3.25E+02
199,2.36E+02,5.87E+02,5.22E+02,3.25E+02
200,2.34E+02,5.89E+02,4.63E+02,3.12E+02
201,2.02E+02,5.14E+02,4.61E+02,3.36E+02
202,2.27E+02,4.89E+02,4.41E+02,3.48E+02
203,2.15E+02,5.66E+02,4.54E+02,3.48E+02
204,2.25E+02,5.28E+02,4.59E+02,3.31E+02
205,2.53E+02,5.79E+02,4.24E+02,3.37E+02
206,3.00E+02,7.29E+02,4.79E+02,3.34E+02
207,2.66E+02,5.05E+02,4.62E+02,3.23E+02
208,2.96E+02,6.15E+02,4.40E+02,3.17E+02
209,2.63E+02,5.90E+02,4.44E+02,2.97E+02
210,2.24E+02,7.76E+02,4.87E+02,2.84E+02
211,2.12E+02,5.44E+02,4.28E+02,2.93E+02
212,2.13E+02,6.21E+02,4.65E+02,3.00E+02
213,2.56E+02,5.44E+02,4.82E+02,2.76E+02
214,2.66E+02,5.19E+02,5.81E+02,2.59E+02
215,2.76E+02,6.00E+02,4.73E+02,2.56E+02
216,2.73E+02,5.54E+02,4.60E+02,2.72E+02
217,2.95E+02,5.68E+02,4.83E+02,2.80E+02
218,2.60E+02,5.38E+02,4.83E+02,2.83E+02
219,2.77E+02,5.31E+02,4.87E+02,2.71E+02
220,3.17E+02,6.37E+02,4.86E+02,2.91E+02
221,3.06E+02,5.30E+02,4.92E+02,3.04E+02
222,2.76E+02,4.87E+02,4.08E+02,3.10E+02
223,2.59E+02,7.04E+02,4.82E+02,3.30E+02
224,2.71E+02,6.49E+02,4.51E+02,3.19E+02
225,2.63E+02,6.17E+02,4.37E+02,3.08E+02
226,2.70E+02,4.92E+02,4.23E+02,2.98E+02
227,2.76E+02,4.91E+02,4.80E+02,2.91E+02
228,2.40E+02,5.26E+02,5.13E+02,2.92E+02
229,2.48E+02,5.19E+02,5.05E+02,2.79E+02
230,2.85E+02,6.62E+02,4.69E+02,2.93E+02
231,2.79E+02,5.54E+02,4.02E+02,2.82E+02
232,2.80E+02,5.05E+02,4.13E+02,2.91E+02
233,3.35E+02,4.46E+02,4.58E+02,2.75E+02
234,3.19E+02,3.45E+02,4.37E+02,2.83E+02
235,2.82E+02,4.89E+02,4.25E+02,2.70E+02
236,3.03E+02,4.63E+02,4.94E+02,2.49E+02
237,2.88E+02,5.84E+02,4.58E+02,2.50E+02
238,2.68E+02,5.62E+02,4.34E+02,2.54E+02
239,2.59E+02,4.93E+02,4.20E+02,2.53E+02
240,2.61E+02,4.49E+02,4.74E+02,2.92E+02
241,2.75E+02,4.07E+02,4.66E+02,3.12E+02
242,2.57E+02,4.03E+02,4.27E+02,2.96E+02
243,2.47E+02,6.21E+02,4.09E+02,2.89E+02
244,2.92E+02,6.30E+02,4.03E+02,2.82E+02
245,3.05E+02,5.91E+02,3.81E+02,2.74E+02
246,2.99E+02,6.84E+02,3.60E+02,2.79E+02
247,2.61E+02,7.40E+02,3.72E+02,2.93E+02
248,2.79E+02,6.95E+02,4.24E+02,3.04E+02
249,2.34E+02,7.20E+02,4.00E+02,3.15E+02
250,2.50E+02,7.58E+02,4.06E+02,3.02E+02
251,2.74E+02,7.02E+02,4.41E+02,2.83E+02
252,2.53E+02,7.58E+02,4.87E+02,2.88E+02
253,2.69E+02,6.33E+02,5.13E+02,2.92E+02
254,2.80E+02,5.18E+02,5.60E+02,2.94E+02
255,2.79E+02,7.06E+02,5.76E+02,2.95E+02
256,2.47E+02,7.33E+02,4.96E+02,2.91E+02
257,2.59E+02,6.41E+02,4.69E+02,2.80E+02
258,2.64E+02,6.51E+02,5.43E+02,2.83E+02
259,2.92E+02,5.91E+02,5.54E+02,2.74E+02
260,3.17E+02,5.56E+02,5.27E+02,2.84E+02
261,2.93E+02,6.16E+02,5.16E+02,2.83E+02
262,2.87E+02,5.95E+02,5.16E+02,2.90E+02
263,2.67E+02,5.83E+02,4.87E+02,2.84E+02
264,2.86E+02,5.17E+02,4.76E+02,2.66E+02
265,3.04E+02,6.76E+02,4.48E+02,2.73E+02
266,2.84E+02,5.84E+02,5.12E+02,3.01E+02
267,2.76E+02,7.26E+02,4.63E+02,2.97E+02
268,2.58E+02,7.54E+02,4.87E+02,2.72E+02
269,2.50E+02,6.93E+02,4.50E+02,3.15E+02
270,2.57E+02,5.72E+02,5.26E+02,3.47E+02
271,2.61E+02,5.61E+02,5.45E+02,3.31E+02
272,3.13E+02,6.61E+02,5.17E+02,3.53E+02
273,3.22E+02,4.75E+02,4.78E+02,3.42E+02
274,2.84E+02,5.27E+02,4.55E+02,3.32E+02
275,2.75E+02,6.50E+02,4.77E+02,3.39E+02
276,2.72E+02,7.04E+02,4.64E+02,3.29E+02
277,2.94E+02,5.98E+02,4.26E+02,3.12E+02
278,3.08E+02,6.32E+02,4.69E+02,3.16E+02
279,2.52E+02,5.92E+02,4.74E+02,3.30E+02
280,2.59E+02,4.75E+02,4.91E+02,3.32E+02
281,2.74E+02,4.47E+02,4.45E+02,3.19E+02
282,2.81E+02,4.80E+02,4.37E+02,3.14E+02
283,2.80E+02,4.66E+02,4.50E+02,3.23E+02
284,2.78E+02,5.03E+02,4.61E+02,3.22E+02
285,2.94E+02,5.52E+02,4.40E+02,3.27E+02
286,3.02E+02,6.48E+02,3.94E+02,3.16E+02
287,2.97E+02,7.48E+02,3.47E+02,3.03E+02
288,2.55E+02,7.16E+02,3.77E+02,3.01E+02
289,2.44E+02,6.06E+02,4.47E+02,3.03E+02
290,2.35E+02,6.56E+02,5.29E+02,2.94E+02
291,2.66E+02,7.95E+02,5.23E+02,2.80E+02
292,2.75E+02,7.17E+02,5.16E+02,2.90E+02
293,2.28E+02,7.12E+02,4.79E+02,2.91E+02
294,1.96E+02,6.09E+02,5.27E+02,2.68E+02
295,3.04E+02,6.41E+02,5.40E+02,2.58E+02
296,2.97E+02,6.60E+02,4.94E+02,2.65E+02
297,3.10E+02,6.42E+02,4.90E+02,3.11E+02
298,2.83E+02,5.71E+02,5.12E+02,3.14E+02
299,2.71E+02,5.10E+02,5.40E+02,2.99E+02
300,2.83E+02,5.10E+02,5.09E+02,2.73E+02
