s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"5.8_122.5","5.8_123.5","5.8_124.5","5.8_125.5","5.8_126.5","5.8_127.5","5.8_128.5","5.8_129.5","5.8_130.5","5.8_131.5","5.8_132.5","5.8_133.5","5.8_134.5","5.8_135.5","5.8_136.5","5.8_137.5","5.8_138.5","5.8_139.5","5.8_140.5","5.8_141.5","5.8_142.5","5.8_143.5","5.8_144.5","5.8_145.5","5.8_146.5","5.8_147.5","5.8_148.5","5.8_149.5","5.8_150.5","5.8_151.5","5.8_152.5","5.8_153.5","5.8_154.5","5.8_155.5","5.8_156.5","5.8_157.5","5.8_158.5","5.8_159.5"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 1.0327956E+000, 2.0000000E+001, 2.0000002E+001, 2.0000011E+001, 2.0000005E+001, 1.9999998E+001, 2.0000006E+001, 2.0000014E+001, 1.9999987E+001, 1.9999992E+001, 1.9999997E+001, 2.0000002E+001, 2.0000001E+001, 1.9999995E+001, 1.9999992E+001, 2.0000020E+001, 1.9999996E+001, 1.9999996E+001, 2.0000007E+001, 2.0000005E+001, 1.9999994E+001, 2.0000007E+001, 1.9999995E+001, 2.0000016E+001, 1.9999994E+001, 1.9999999E+001, 1.9999991E+001, 1.9999989E+001, 1.9999999E+001, 2.0000007E+001, 2.0000004E+001, 2.0000005E+001, 1.9999991E+001, 2.0000013E+001, 2.0000000E+001, 1.9999998E+001, 1.9999999E+001, 2.0000015E+001, 2.0000005E+001
 2.0018934E+000, 2.0000360E+001, 2.0000319E+001, 2.0000265E+001, 2.0000245E+001, 2.0000204E+001, 2.0000166E+001, 2.0000149E+001, 2.0000141E+001, 2.0000105E+001, 2.0000087E+001, 2.0000088E+001, 2.0000063E+001, 2.0000047E+001, 2.0000065E+001, 2.0000046E+001, 2.0000048E+001, 2.0000042E+001, 2.0000037E+001, 2.0000024E+001, 2.0000017E+001, 2.0000024E+001, 2.0000020E+001, 2.0000007E+001, 2.0000033E+001, 1.9999996E+001, 2.0000013E+001, 1.9999996E+001, 2.0000017E+001, 2.0000006E+001, 2.0000008E+001, 2.0000018E+001, 1.9999995E+001, 2.0000009E+001, 2.0000003E+001, 1.9999993E+001, 2.0000001E+001, 2.0000010E+001, 2.0000006E+001
 3.0072196E+000, 2.0009858E+001, 2.0008847E+001, 2.0007513E+001, 2.0006727E+001, 2.0005713E+001, 2.0005102E+001, 2.0004297E+001, 2.0003857E+001, 2.0003258E+001, 2.0002899E+001, 2.0002445E+001, 2.0002190E+001, 2.0001834E+001, 2.0001626E+001, 2.0001371E+001, 2.0001224E+001, 2.0001022E+001, 2.0000915E+001, 2.0000772E+001, 2.0000683E+001, 2.0000557E+001, 2.0000512E+001, 2.0000419E+001, 2.0000380E+001, 2.0000327E+001, 2.0000276E+001, 2.0000245E+001, 2.0000195E+001, 2.0000177E+001, 2.0000152E+001, 2.0000122E+001, 2.0000131E+001, 2.0000077E+001, 2.0000095E+001, 2.0000092E+001, 2.0000059E+001, 2.0000051E+001, 2.0000058E+001
 4.0255291E+000, 2.0032168E+001, 2.0029169E+001, 2.0025200E+001, 2.0022848E+001, 2.0019712E+001, 2.0017852E+001, 2.0015379E+001, 2.0013903E+001, 2.0011978E+001, 2.0010844E+001, 2.0009312E+001, 2.0008411E+001, 2.0007227E+001, 2.0006518E+001, 2.0005594E+001, 2.0005042E+001, 2.0004325E+001, 2.0003899E+001, 2.0003347E+001, 2.0003019E+001, 2.0002574E+001, 2.0002307E+001, 2.0002001E+001, 2.0001778E+001, 2.0001542E+001, 2.0001384E+001, 2.0001164E+001, 2.0001057E+001, 2.0000902E+001, 2.0000811E+001, 2.0000698E+001, 2.0000629E+001, 2.0000561E+001, 2.0000485E+001, 2.0000436E+001, 2.0000412E+001, 2.0000339E+001, 2.0000296E+001
 5.0232123E+000, 2.0056432E+001, 2.0051353E+001, 2.0044537E+001, 2.0040490E+001, 2.0035094E+001, 2.0031872E+001, 2.0027587E+001, 2.0025062E+001, 2.0021653E+001, 2.0019657E+001, 2.0017005E+001, 2.0015415E+001, 2.0013295E+001, 2.0012056E+001, 2.0010389E+001, 2.0009407E+001, 2.0008106E+001, 2.0007343E+001, 2.0006321E+001, 2.0005725E+001, 2.0004931E+001, 2.0004452E+001, 2.0003814E+001, 2.0003464E+001, 2.0002962E+001, 2.0002691E+001, 2.0002312E+001, 2.0002080E+001, 2.0001791E+001, 2.0001625E+001, 2.0001399E+001, 2.0001269E+001, 2.0001107E+001, 2.0001014E+001, 2.0000861E+001, 2.0000807E+001, 2.0000712E+001, 2.0000629E+001
 6.0172439E+000, 2.0079770E+001, 2.0072486E+001, 2.0062798E+001, 2.0057050E+001, 2.0049362E+001, 2.0044809E+001, 2.0038725E+001, 2.0035155E+001, 2.0030395E+001, 2.0027549E+001, 2.0023783E+001, 2.0021580E+001, 2.0018612E+001, 2.0016860E+001, 2.0014542E+001, 2.0013162E+001, 2.0011335E+001, 2.0010265E+001, 2.0008847E+001, 2.0008005E+001, 2.0006897E+001, 2.0006244E+001, 2.0005361E+001, 2.0004840E+001, 2.0004178E+001, 2.0003772E+001, 2.0003265E+001, 2.0002949E+001, 2.0002529E+001, 2.0002289E+001, 2.0001978E+001, 2.0001795E+001, 2.0001553E+001, 2.0001430E+001, 2.0001247E+001, 2.0001126E+001, 2.0001011E+001, 2.0000937E+001
 7.0063440E+000, 2.0106062E+001, 2.0096338E+001, 2.0083402E+001, 2.0075720E+001, 2.0065485E+001, 2.0059397E+001, 2.0051326E+001, 2.0046541E+001, 2.0040198E+001, 2.0036455E+001, 2.0031421E+001, 2.0028458E+001, 2.0024565E+001, 2.0022246E+001, 2.0019151E+001, 2.0017338E+001, 2.0014925E+001, 2.0013500E+001, 2.0011622E+001, 2.0010518E+001, 2.0009048E+001, 2.0008189E+001, 2.0007049E+001, 2.0006368E+001, 2.0005468E+001, 2.0004953E+001, 2.0004260E+001, 2.0003869E+001, 2.0003329E+001, 2.0003007E+001, 2.0002597E+001, 2.0002358E+001, 2.0002052E+001, 2.0001861E+001, 2.0001642E+001, 2.0001504E+001, 2.0001304E+001, 2.0001222E+001
 8.0047156E+000, 2.0135472E+001, 2.0123091E+001, 2.0106518E+001, 2.0096722E+001, 2.0083639E+001, 2.0075907E+001, 2.0065583E+001, 2.0059469E+001, 2.0051327E+001, 2.0046543E+001, 2.0040167E+001, 2.0036364E+001, 2.0031328E+001, 2.0028397E+001, 2.0024463E+001, 2.0022129E+001, 2.0019054E+001, 2.0017239E+001, 2.0014823E+001, 2.0013408E+001, 2.0011537E+001, 2.0010433E+001, 2.0008979E+001, 2.0008126E+001, 2.0006972E+001, 2.0006303E+001, 2.0005430E+001, 2.0004916E+001, 2.0004248E+001, 2.0003848E+001, 2.0003308E+001, 2.0003005E+001, 2.0002606E+001, 2.0002378E+001, 2.0002075E+001, 2.0001916E+001, 2.0001664E+001, 2.0001531E+001
 9.0080173E+000, 2.0168142E+001, 2.0152757E+001, 2.0132217E+001, 2.0120023E+001, 2.0103801E+001, 2.0094191E+001, 2.0081380E+001, 2.0073806E+001, 2.0063695E+001, 2.0057724E+001, 2.0049827E+001, 2.0045151E+001, 2.0038875E+001, 2.0035190E+001, 2.0030344E+001, 2.0027467E+001, 2.0023635E+001, 2.0021385E+001, 2.0018398E+001, 2.0016631E+001, 2.0014303E+001, 2.0012936E+001, 2.0011126E+001, 2.0010065E+001, 2.0008663E+001, 2.0007824E+001, 2.0006729E+001, 2.0006091E+001, 2.0005257E+001, 2.0004770E+001, 2.0004116E+001, 2.0003725E+001, 2.0003224E+001, 2.0002939E+001, 2.0002566E+001, 2.0002349E+001, 2.0002073E+001, 2.0001897E+001
 1.0006360E+001, 2.0205404E+001, 2.0186731E+001, 2.0161680E+001, 2.0146795E+001, 2.0126910E+001, 2.0115139E+001, 2.0099457E+001, 2.0090191E+001, 2.0077849E+001, 2.0070525E+001, 2.0060806E+001, 2.0055118E+001, 2.0047505E+001, 2.0042965E+001, 2.0036994E+001, 2.0033501E+001, 2.0028838E+001, 2.0026083E+001, 2.0022435E+001, 2.0020284E+001, 2.0017430E+001, 2.0015760E+001, 2.0013547E+001, 2.0012251E+001, 2.0010540E+001, 2.0009537E+001, 2.0008190E+001, 2.0007409E+001, 2.0006380E+001, 2.0005789E+001, 2.0005007E+001, 2.0004542E+001, 2.0003920E+001, 2.0003560E+001, 2.0003112E+001, 2.0002848E+001, 2.0002498E+001, 2.0002312E+001
 1.1000263E+001, 2.0244919E+001, 2.0222719E+001, 2.0192978E+001, 2.0175307E+001, 2.0151571E+001, 2.0137500E+001, 2.0118721E+001, 2.0107632E+001, 2.0092885E+001, 2.0084162E+001, 2.0072508E+001, 2.0065658E+001, 2.0056617E+001, 2.0051247E+001, 2.0044067E+001, 2.0039872E+001, 2.0034336E+001, 2.0031061E+001, 2.0026708E+001, 2.0024147E+001, 2.0020754E+001, 2.0018755E+001, 2.0016120E+001, 2.0014570E+001, 2.0012525E+001, 2.0011334E+001, 2.0009753E+001, 2.0008813E+001, 2.0007585E+001, 2.0006869E+001, 2.0005944E+001, 2.0005400E+001, 2.0004668E+001, 2.0004239E+001, 2.0003685E+001, 2.0003378E+001, 2.0002951E+001, 2.0002728E+001
 1.2016131E+001, 2.0287890E+001, 2.0263097E+001, 2.0229015E+001, 2.0208370E+001, 2.0180573E+001, 2.0163899E+001, 2.0141592E+001, 2.0128381E+001, 2.0110792E+001, 2.0100415E+001, 2.0086567E+001, 2.0078350E+001, 2.0067508E+001, 2.0061143E+001, 2.0052629E+001, 2.0047588E+001, 2.0040950E+001, 2.0037059E+001, 2.0031881E+001, 2.0028828E+001, 2.0024781E+001, 2.0022399E+001, 2.0019248E+001, 2.0017400E+001, 2.0014956E+001, 2.0013524E+001, 2.0011646E+001, 2.0010539E+001, 2.0009064E+001, 2.0008204E+001, 2.0007082E+001, 2.0006436E+001, 2.0005581E+001, 2.0005070E+001, 2.0004399E+001, 2.0004013E+001, 2.0003516E+001, 2.0003234E+001
 1.3014455E+001, 2.0325913E+001, 2.0301344E+001, 2.0265731E+001, 2.0243386E+001, 2.0212178E+001, 2.0193144E+001, 2.0167270E+001, 2.0151786E+001, 2.0131089E+001, 2.0118833E+001, 2.0102539E+001, 2.0092879E+001, 2.0079969E+001, 2.0072412E+001, 2.0062415E+001, 2.0056472E+001, 2.0048561E+001, 2.0043939E+001, 2.0037824E+001, 2.0034215E+001, 2.0029426E+001, 2.0026607E+001, 2.0022872E+001, 2.0020680E+001, 2.0017782E+001, 2.0016081E+001, 2.0013835E+001, 2.0012530E+001, 2.0010793E+001, 2.0009769E+001, 2.0008422E+001, 2.0007643E+001, 2.0006629E+001, 2.0006034E+001, 2.0005245E+001, 2.0004776E+001, 2.0004166E+001, 2.0003839E+001
 1.4015231E+001, 2.0353634E+001, 2.0330625E+001, 2.0296674E+001, 2.0274917E+001, 2.0243450E+001, 2.0223487E+001, 2.0195167E+001, 2.0177707E+001, 2.0153917E+001, 2.0139696E+001, 2.0120679E+001, 2.0109411E+001, 2.0094331E+001, 2.0085388E+001, 2.0073585E+001, 2.0066659E+001, 2.0057372E+001, 2.0051887E+001, 2.0044668E+001, 2.0040424E+001, 2.0034788E+001, 2.0031468E+001, 2.0027069E+001, 2.0024477E+001, 2.0021058E+001, 2.0019049E+001, 2.0016389E+001, 2.0014832E+001, 2.0012794E+001, 2.0011589E+001, 2.0009994E+001, 2.0009058E+001, 2.0007839E+001, 2.0007141E+001, 2.0006220E+001, 2.0005674E+001, 2.0004932E+001, 2.0004534E+001
 1.5020758E+001, 2.0370143E+001, 2.0348889E+001, 2.0316850E+001, 2.0296398E+001, 2.0266808E+001, 2.0247815E+001, 2.0220421E+001, 2.0202779E+001, 2.0177519E+001, 2.0161752E+001, 2.0140208E+001, 2.0127318E+001, 2.0110029E+001, 2.0099685E+001, 2.0085882E+001, 2.0077788E+001, 2.0067061E+001, 2.0060675E+001, 2.0052199E+001, 2.0047245E+001, 2.0040676E+001, 2.0036806E+001, 2.0031677E+001, 2.0028658E+001, 2.0024656E+001, 2.0022312E+001, 2.0019211E+001, 2.0017385E+001, 2.0014981E+001, 2.0013584E+001, 2.0011726E+001, 2.0010633E+001, 2.0009186E+001, 2.0008353E+001, 2.0007283E+001, 2.0006654E+001, 2.0005797E+001, 2.0005314E+001
 1.6021882E+001, 2.0375253E+001, 2.0356378E+001, 2.0328435E+001, 2.0309379E+001, 2.0281329E+001, 2.0263294E+001, 2.0237450E+001, 2.0220970E+001, 2.0197388E+001, 2.0182132E+001, 2.0159962E+001, 2.0145974E+001, 2.0126747E+001, 2.0115167E+001, 2.0099440E+001, 2.0090067E+001, 2.0077679E+001, 2.0070369E+001, 2.0060564E+001, 2.0054789E+001, 2.0047181E+001, 2.0042702E+001, 2.0036761E+001, 2.0033268E+001, 2.0028636E+001, 2.0025913E+001, 2.0022321E+001, 2.0020210E+001, 2.0017407E+001, 2.0015773E+001, 2.0013632E+001, 2.0012369E+001, 2.0010689E+001, 2.0009708E+001, 2.0008445E+001, 2.0007718E+001, 2.0006745E+001, 2.0006203E+001
 1.7023467E+001, 2.0372836E+001, 2.0357247E+001, 2.0332035E+001, 2.0315219E+001, 2.0290019E+001, 2.0273222E+001, 2.0248209E+001, 2.0232325E+001, 2.0209931E+001, 2.0195847E+001, 2.0175635E+001, 2.0162484E+001, 2.0143388E+001, 2.0131173E+001, 2.0114081E+001, 2.0103624E+001, 2.0089486E+001, 2.0081135E+001, 2.0069967E+001, 2.0063310E+001, 2.0054490E+001, 2.0049326E+001, 2.0042475E+001, 2.0038440E+001, 2.0033104E+001, 2.0029960E+001, 2.0025805E+001, 2.0023371E+001, 2.0020148E+001, 2.0018245E+001, 2.0015758E+001, 2.0014305E+001, 2.0012377E+001, 2.0011242E+001, 2.0009756E+001, 2.0008902E+001, 2.0007789E+001, 2.0007187E+001
 1.8014377E+001, 2.0364694E+001, 2.0350734E+001, 2.0329902E+001, 2.0315247E+001, 2.0291965E+001, 2.0276291E+001, 2.0253671E+001, 2.0238795E+001, 2.0217635E+001, 2.0204058E+001, 2.0184799E+001, 2.0172652E+001, 2.0155468E+001, 2.0144365E+001, 2.0128085E+001, 2.0117397E+001, 2.0102173E+001, 2.0092881E+001, 2.0080355E+001, 2.0072844E+001, 2.0062742E+001, 2.0056791E+001, 2.0048923E+001, 2.0044289E+001, 2.0038142E+001, 2.0034534E+001, 2.0029750E+001, 2.0026944E+001, 2.0023238E+001, 2.0021061E+001, 2.0018171E+001, 2.0016492E+001, 2.0014276E+001, 2.0012978E+001, 2.0011264E+001, 2.0010259E+001, 2.0008959E+001, 2.0008273E+001
 1.9006696E+001, 2.0356144E+001, 2.0342379E+001, 2.0322611E+001, 2.0309310E+001, 2.0288402E+001, 2.0274208E+001, 2.0253160E+001, 2.0239822E+001, 2.0220370E+001, 2.0207831E+001, 2.0189944E+001, 2.0178730E+001, 2.0162373E+001, 2.0152068E+001, 2.0137548E+001, 2.0128131E+001, 2.0114015E+001, 2.0104663E+001, 2.0091340E+001, 2.0083165E+001, 2.0071932E+001, 2.0065173E+001, 2.0056179E+001, 2.0050881E+001, 2.0043841E+001, 2.0039696E+001, 2.0034214E+001, 2.0030989E+001, 2.0026726E+001, 2.0024231E+001, 2.0020925E+001, 2.0018976E+001, 2.0016419E+001, 2.0014930E+001, 2.0012972E+001, 2.0011815E+001, 2.0010288E+001, 2.0009491E+001
 2.0003258E+001, 2.0355499E+001, 2.0337243E+001, 2.0314637E+001, 2.0300951E+001, 2.0281962E+001, 2.0268733E+001, 2.0249382E+001, 2.0236650E+001, 2.0218462E+001, 2.0206934E+001, 2.0190813E+001, 2.0180456E+001, 2.0166016E+001, 2.0156960E+001, 2.0143574E+001, 2.0134716E+001, 2.0121967E+001, 2.0113751E+001, 2.0101538E+001, 2.0093489E+001, 2.0081815E+001, 2.0074482E+001, 2.0064417E+001, 2.0058410E+001, 2.0050393E+001, 2.0045647E+001, 2.0039355E+001, 2.0035656E+001, 2.0030756E+001, 2.0027882E+001, 2.0024097E+001, 2.0021862E+001, 2.0018900E+001, 2.0017178E+001, 2.0014928E+001, 2.0013607E+001, 2.0011847E+001, 2.0010911E+001
 2.1010093E+001, 2.0364794E+001, 2.0341325E+001, 2.0312072E+001, 2.0296888E+001, 2.0275680E+001, 2.0262672E+001, 2.0243347E+001, 2.0231159E+001, 2.0214092E+001, 2.0203785E+001, 2.0188578E+001, 2.0179392E+001, 2.0167199E+001, 2.0159352E+001, 2.0147612E+001, 2.0139699E+001, 2.0127810E+001, 2.0120080E+001, 2.0108785E+001, 2.0101596E+001, 2.0091020E+001, 2.0083912E+001, 2.0073461E+001, 2.0066908E+001, 2.0057941E+001, 2.0052566E+001, 2.0045369E+001, 2.0041120E+001, 2.0035483E+001, 2.0032171E+001, 2.0027800E+001, 2.0025239E+001, 2.0021826E+001, 2.0019827E+001, 2.0017215E+001, 2.0015691E+001, 2.0013676E+001, 2.0012603E+001
