s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"5.8_122.5","5.8_123.5","5.8_124.5","5.8_125.5","5.8_126.5","5.8_127.5","5.8_128.5","5.8_129.5","5.8_130.5","5.8_131.5","5.8_132.5","5.8_133.5","5.8_134.5","5.8_135.5","5.8_136.5","5.8_137.5","5.8_138.5","5.8_139.5","5.8_140.5","5.8_141.5","5.8_142.5","5.8_143.5","5.8_144.5","5.8_145.5","5.8_146.5","5.8_147.5","5.8_148.5","5.8_149.5","5.8_150.5","5.8_151.5","5.8_152.5","5.8_153.5","5.8_154.5","5.8_155.5","5.8_156.5","5.8_157.5","5.8_158.5","5.8_159.5"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 1.0102320E+000, 2.0040355E+001, 2.0054007E+001, 2.0074687E+001, 2.0100015E+001, 2.1170691E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0158325E+001, 2.0090129E+001, 2.0065922E+001, 2.0052182E+001, 2.0044861E+001, 2.0040549E+001, 2.0037349E+001, 2.0034387E+001, 2.0011129E+001, 2.0007601E+001, 2.0006734E+001, 2.0006164E+001, 2.0005384E+001, 2.0004921E+001, 2.0004260E+001, 2.0003873E+001, 2.0003346E+001, 2.0003018E+001, 2.0002588E+001, 2.0002345E+001, 2.0001996E+001, 2.0001814E+001, 2.0001536E+001, 2.0001391E+001, 2.0001186E+001, 2.0001069E+001, 2.0000919E+001, 2.0000827E+001, 2.0000701E+001, 2.0000631E+001
 2.0156278E+000, 2.0305549E+001, 2.0356106E+001, 2.0421592E+001, 2.0479935E+001, 2.0470995E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.3129654E+001, 2.4082630E+001, 2.1091780E+001, 2.0730418E+001, 2.0523238E+001, 2.0414605E+001, 2.0343505E+001, 2.0293442E+001, 2.0211821E+001, 2.0169028E+001, 2.0128792E+001, 2.0114510E+001, 2.0100700E+001, 2.0092109E+001, 2.0080454E+001, 2.0073541E+001, 2.0064240E+001, 2.0058645E+001, 2.0051140E+001, 2.0046658E+001, 2.0040592E+001, 2.0036970E+001, 2.0032120E+001, 2.0029220E+001, 2.0025368E+001, 2.0023082E+001, 2.0020047E+001, 2.0018264E+001, 2.0015918E+001, 2.0014608E+001
 3.0061266E+000, 2.0986401E+001, 2.1118795E+001, 2.1263815E+001, 2.1367128E+001, 2.2140850E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.5497065E+002, 2.9673377E+001, 2.5522071E+001, 2.4404059E+001, 2.3424895E+001, 2.2640636E+001, 2.2078551E+001, 2.1675019E+001, 2.1247908E+001, 2.1028212E+001, 2.0787223E+001, 2.0679705E+001, 2.0561381E+001, 2.0501716E+001, 2.0431221E+001, 2.0391129E+001, 2.0338485E+001, 2.0308279E+001, 2.0268801E+001, 2.0245749E+001, 2.0215406E+001, 2.0197587E+001, 2.0173893E+001, 2.0159927E+001, 2.0141340E+001, 2.0130369E+001, 2.0115783E+001, 2.0107189E+001, 2.0095883E+001, 2.0089805E+001
 4.0036887E+000, 2.3388580E+001, 2.4054127E+001, 2.4983077E+001, 2.6267640E+001, 4.9874643E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.5110068E+002, 3.4639135E+001, 2.9713926E+001, 2.8151810E+001, 2.7254934E+001, 2.6457196E+001, 2.5681763E+001, 2.4932366E+001, 2.3737415E+001, 2.3272723E+001, 2.2666952E+001, 2.2309154E+001, 2.1881669E+001, 2.1663894E+001, 2.1400828E+001, 2.1256760E+001, 2.1077530E+001, 2.0975805E+001, 2.0843669E+001, 2.0767802E+001, 2.0669161E+001, 2.0611979E+001, 2.0537149E+001, 2.0493429E+001, 2.0435806E+001, 2.0402033E+001, 2.0357453E+001, 2.0331352E+001, 2.0297151E+001, 2.0279240E+001
 5.0094507E+000, 3.3150214E+001, 3.5412033E+001, 3.8702118E+001, 2.4147045E+002, 7.1967391E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1142865E+002, 4.2360322E+001, 3.4857492E+001, 3.3189620E+001, 3.4283967E+001, 9.3192858E+001, 1.1011752E+002, 1.1142209E+002, 5.7135891E+001, 3.3193046E+001, 2.5992123E+001, 2.5298904E+001, 2.4359053E+001, 2.3837042E+001, 2.3204756E+001, 2.2864877E+001, 2.2436692E+001, 2.2194015E+001, 2.1883996E+001, 2.1706551E+001, 2.1475998E+001, 2.1343019E+001, 2.1170196E+001, 2.1070343E+001, 2.0939835E+001, 2.0863896E+001, 2.0764259E+001, 2.0706220E+001, 2.0630389E+001, 2.0591515E+001
 6.0060049E+000, 3.8068247E+001, 4.0511884E+001, 4.4181300E+001, 7.9402059E+001, 2.2221969E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.4154511E+002, 8.0305533E+001, 4.2155402E+001, 4.0011782E+001, 8.4585120E+001, 2.8812161E+002, 2.4157987E+002, 1.7325261E+002, 1.2416846E+002, 6.5633047E+001, 2.7866402E+001, 2.7175289E+001, 2.6148714E+001, 2.5537643E+001, 2.4733279E+001, 2.4271121E+001, 2.3679422E+001, 2.3338634E+001, 2.2892588E+001, 2.2633109E+001, 2.2292341E+001, 2.2091924E+001, 2.1824576E+001, 2.1666777E+001, 2.1458401E+001, 2.1336646E+001, 2.1176185E+001, 2.1082585E+001, 2.0960028E+001, 2.0897433E+001
 7.0009902E+000, 4.0064670E+001, 4.1691956E+001, 4.3634759E+001, 4.6745800E+001, 5.4854262E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4454213E+002, 1.0439673E+002, 5.4963743E+001, 6.4931624E+001, 7.7755547E+001, 8.5546318E+001, 1.4125463E+002, 1.9504855E+002, 8.3687891E+001, 3.0015024E+001, 2.7749172E+001, 2.7215082E+001, 2.6514682E+001, 2.6081726E+001, 2.5446732E+001, 2.5035692E+001, 2.4457955E+001, 2.4098786E+001, 2.3605588E+001, 2.3306018E+001, 2.2903951E+001, 2.2668139E+001, 2.2356878E+001, 2.2172614E+001, 2.1923983E+001, 2.1774479E+001, 2.1572351E+001, 2.1450543E+001, 2.1286816E+001, 2.1201686E+001
 8.0057654E+000, 3.8915669E+001, 4.3761307E+001, 4.7113211E+001, 4.8962378E+001, 5.1391793E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4962093E+002, 1.2931173E+002, 1.6234580E+002, 1.8499080E+002, 1.7835473E+002, 1.1661902E+002, 8.3080080E+001, 1.0291000E+002, 5.3825202E+001, 3.0578676E+001, 2.7994214E+001, 2.7353975E+001, 2.6595133E+001, 2.6208546E+001, 2.5707493E+001, 2.5386114E+001, 2.4899231E+001, 2.4587785E+001, 2.4140390E+001, 2.3856020E+001, 2.3450575E+001, 2.3195980E+001, 2.2840877E+001, 2.2624863E+001, 2.2334754E+001, 2.2164638E+001, 2.1944316E+001, 2.1816289E+001, 2.1645374E+001, 2.1556092E+001
 9.0011144E+000, 4.4508070E+001, 4.7674578E+001, 5.1608039E+001, 9.3038020E+001, 2.3558455E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4948565E+002, 3.5882960E+002, 2.9283256E+002, 2.1460089E+002, 1.2211430E+002, 1.0426237E+002, 1.4063426E+002, 1.1805354E+002, 5.0779532E+001, 3.2388426E+001, 2.9884487E+001, 2.8959959E+001, 2.7745420E+001, 2.7111913E+001, 2.6352795E+001, 2.5924722E+001, 2.5366373E+001, 2.5032090E+001, 2.4586602E+001, 2.4313616E+001, 2.3932714E+001, 2.3690416E+001, 2.3348459E+001, 2.3131941E+001, 2.2821822E+001, 2.2628505E+001, 2.2370121E+001, 2.2223007E+001, 2.2046197E+001, 2.1967877E+001
 1.0000367E+001, 7.6301999E+001, 6.3810634E+001, 5.8313050E+001, 7.3205851E+001, 2.5154379E+003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.7506370E+002, 5.9146348E+002, 5.3282010E+002, 5.3939643E+002, 5.7550753E+002, 4.9710560E+002, 4.4621950E+002, 3.8174307E+002, 2.6548121E+002, 2.2730577E+002, 1.9092637E+002, 1.5876656E+002, 9.9108969E+001, 5.8831471E+001, 2.7358161E+001, 2.6735595E+001, 2.5983207E+001, 2.5555935E+001, 2.5010676E+001, 2.4697844E+001, 2.4281929E+001, 2.4036574E+001, 2.3702040E+001, 2.3502387E+001, 2.3232190E+001, 2.3070536E+001, 2.2855236E+001, 2.2722822E+001, 2.2576742E+001, 2.2836413E+001
 1.1002486E+001, 1.9633847E+002, 7.7123507E+001, 9.2916224E+001, 1.1505847E+002, 4.8989764E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.3013961E+002, 5.9201912E+002, 5.0969572E+002, 4.9201181E+002, 4.6896847E+002, 4.3229700E+002, 4.3888259E+002, 3.3392109E+002, 2.1496289E+002, 1.8937950E+002, 1.6760478E+002, 1.6359748E+002, 1.7368114E+002, 1.8138000E+002, 1.6486591E+002, 1.3663693E+002, 8.8335769E+001, 5.5663392E+001, 2.7698163E+001, 2.4997256E+001, 2.4513386E+001, 2.4247993E+001, 2.3932915E+001, 2.3766847E+001, 2.3568167E+001, 2.3456412E+001, 2.3260967E+001, 2.4154124E+001, 4.6285551E+001, 8.8600066E+001
 1.2002530E+001, 3.9804853E+002, 1.3847142E+002, 1.0845033E+002, 3.9928255E+002, 5.3897913E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.9639454E+002, 4.1380747E+002, 4.3609090E+002, 4.3799620E+002, 3.9737358E+002, 2.6172461E+002, 2.6697986E+002, 2.2024392E+002, 1.4675553E+002, 1.2603098E+002, 1.0081039E+002, 9.2376417E+001, 8.7214230E+001, 8.4248189E+001, 8.8188876E+001, 1.0493648E+002, 1.3824712E+002, 1.6142694E+002, 1.6794761E+002, 1.5018835E+002, 1.0635001E+002, 6.8070395E+001, 2.7499073E+001, 2.4400250E+001, 2.4210755E+001, 2.4133804E+001, 2.4049056E+001, 1.6419541E+002, 4.1151419E+002, 4.4892992E+002
 1.3000808E+001, 4.9822503E+002, 3.3822319E+002, 1.3182227E+002, 7.9560863E+002, 6.9285209E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.9943322E+002, 5.0222453E+002, 4.7823117E+002, 4.3176679E+002, 3.8749438E+002, 1.7973123E+002, 1.5737407E+002, 1.6637574E+002, 8.1726421E+001, 7.7779368E+001, 7.7196831E+001, 7.6346136E+001, 7.3566731E+001, 7.2712875E+001, 7.3988052E+001, 7.4344112E+001, 7.8202550E+001, 8.1619769E+001, 8.8486501E+001, 9.6378884E+001, 1.1896832E+002, 1.4435344E+002, 1.6494011E+002, 1.5114767E+002, 1.1690069E+002, 8.8919769E+001, 4.3188405E+001, 4.3296702E+001, 2.3335000E+002, 3.2385254E+002
 1.4003303E+001, 6.1036113E+002, 5.6184735E+002, 3.8378515E+002, 8.5433731E+002, 1.5423356E+003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0571686E+003, 9.7363064E+002, 5.2541826E+002, 3.4467766E+002, 3.0180904E+002, 1.8556350E+002, 1.9715934E+002, 1.1268306E+002, 7.4999638E+001, 7.4810237E+001, 7.4111076E+001, 7.3844820E+001, 7.5039287E+001, 7.6313845E+001, 7.6597827E+001, 7.5851678E+001, 7.3595079E+001, 7.2465218E+001, 7.1244108E+001, 7.2454059E+001, 7.5292433E+001, 7.8328362E+001, 8.3910213E+001, 9.0309232E+001, 1.0462088E+002, 1.2011107E+002, 1.4262720E+002, 1.4770141E+002, 1.1946496E+002, 8.6543984E+001
 1.5000934E+001, 1.0619781E+003, 8.9550430E+002, 9.3702176E+002, 7.3504402E+002, 1.2267996E+003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2066168E+003, 1.2460470E+003, 7.8724513E+002, 3.0298209E+002, 3.1000782E+002, 4.1785208E+002, 3.5765364E+002, 1.4368074E+002, 7.1179398E+001, 8.2195997E+001, 7.6346925E+001, 7.5175875E+001, 7.4952333E+001, 6.8707438E+001, 6.7595408E+001, 6.8386631E+001, 7.0204435E+001, 7.1964396E+001, 7.5743402E+001, 7.8683573E+001, 8.2997786E+001, 8.5519140E+001, 9.0087223E+001, 9.3666309E+001, 9.8047438E+001, 1.0045110E+002, 1.0256850E+002, 9.9368309E+001, 1.0034192E+002, 1.2401127E+002
 1.6001732E+001, 8.5584455E+002, 9.1149183E+002, 9.5519456E+002, 9.7347143E+002, 1.0864933E+003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.5691146E+002, 1.0795993E+003, 5.5432899E+002, 4.2201647E+002, 5.3157189E+002, 6.9878908E+002, 4.4577758E+002, 3.7023822E+002, 2.3259282E+002, 1.2691661E+002, 2.2514277E+002, 2.9371470E+002, 3.0393139E+002, 2.3871130E+002, 8.7908064E+001, 7.0622534E+001, 7.5442075E+001, 7.7890372E+001, 8.1786214E+001, 8.7519117E+001, 9.6258829E+001, 9.8246801E+001, 1.0532296E+002, 1.1180170E+002, 1.1080595E+002, 1.1090145E+002, 1.2050508E+002, 1.3534784E+002, 1.6215188E+002, 2.1975609E+002
 1.7000902E+001, 7.1089910E+002, 7.4720226E+002, 7.9958718E+002, 8.4853642E+002, 2.8157966E+003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.3706267E+002, 5.9776904E+002, 5.4647652E+002, 5.1296483E+002, 5.0902643E+002, 5.0180015E+002, 4.5935495E+002, 2.5036147E+002, 2.5694872E+002, 2.7343282E+002, 2.5718069E+002, 3.6961847E+002, 3.1590876E+002, 2.2354120E+002, 8.7083169E+001, 8.5520938E+001, 8.9137793E+001, 8.1855397E+001, 8.8048231E+001, 9.2938905E+001, 9.7948906E+001, 9.6814391E+001, 1.0970262E+002, 1.0142273E+002, 1.2361989E+002, 1.5432996E+002, 2.2270371E+002, 3.2813786E+002, 4.4409856E+002, 5.4687807E+002
 1.8009926E+001, 6.6004051E+002, 6.4875176E+002, 6.5433296E+002, 6.7959301E+002, 2.7563854E+003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.8211113E+002, 5.5680629E+002, 5.2931064E+002, 5.3768314E+002, 5.1061660E+002, 5.5069701E+002, 4.7287714E+002, 4.0070115E+002, 3.1503182E+002, 3.1801579E+002, 2.0064906E+002, 1.1846995E+002, 1.0036734E+002, 1.4026310E+002, 2.2173410E+002, 2.2093946E+002, 1.8586950E+002, 1.8045399E+002, 1.3511767E+002, 1.1066797E+002, 1.0007563E+002, 9.7178688E+001, 1.0165588E+002, 9.4229961E+001, 1.1101515E+002, 3.1637083E+002, 5.4304293E+002, 5.5745017E+002, 5.5959317E+002, 5.6191752E+002
 1.9004731E+001, 2.1638516E+002, 3.5102583E+002, 4.8010956E+002, 5.9870647E+002, 2.6442068E+003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.2225641E+002, 6.3944209E+002, 5.6397581E+002, 5.5210704E+002, 5.3715534E+002, 5.5127008E+002, 4.9242711E+002, 5.3948595E+002, 6.1228926E+002, 6.1621410E+002, 4.1762492E+002, 9.2147334E+001, 1.6765395E+002, 1.8126878E+002, 2.4205939E+002, 3.6033445E+002, 4.3964260E+002, 4.1328721E+002, 1.9194758E+002, 1.3007978E+002, 1.0663533E+002, 9.9282649E+001, 1.0647031E+002, 1.0518207E+002, 1.0232929E+002, 1.8390347E+002, 4.1616681E+002, 4.7172126E+002, 4.6111178E+002, 4.8691125E+002
 2.0014801E+001, 3.6126728E+001, 3.8960729E+001, 4.6183812E+001, 5.4921919E+001, 2.0998398E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.3460132E+002, 9.9227645E+002, 1.0848606E+003, 6.7521963E+002, 6.1611672E+002, 5.9414161E+002, 6.1090212E+002, 7.8848409E+002, 9.0296236E+002, 6.2421080E+002, 2.2252988E+002, 2.1092255E+002, 2.0329925E+002, 1.8432763E+002, 2.1270883E+002, 3.1452664E+002, 2.0924343E+002, 1.9551411E+002, 2.0575699E+002, 1.8781468E+002, 1.2650283E+002, 1.1178843E+002, 1.1480611E+002, 1.3260302E+002, 1.5158023E+002, 1.7646434E+002, 1.9223344E+002, 3.2235105E+002, 4.1281871E+002, 4.1447060E+002
 2.1012520E+001, 3.4139072E+001, 3.5548234E+001, 3.7081717E+001, 4.0024889E+001, 4.2705603E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.1493955E+003, 1.0702987E+003, 9.3374777E+002, 7.2791996E+002, 7.9704223E+002, 6.1999377E+002, 9.0853556E+002, 1.0016787E+003, 5.5972992E+002, 3.3851222E+002, 3.2502507E+002, 2.5674714E+002, 2.8755085E+002, 2.0733556E+002, 2.0885228E+002, 2.5481356E+002, 1.8285103E+002, 1.6484411E+002, 1.2916470E+002, 1.2380455E+002, 1.1614898E+002, 1.4851832E+002, 1.9418313E+002, 2.2420806E+002, 2.8274814E+002, 3.0179208E+002, 2.7752655E+002, 2.2823627E+002, 4.0797072E+002, 4.2864911E+002
